Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,TX,2016,"4         ",Male,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,TX,2019,"12        ",Female,17,Left-Handed,101.6,21.3,100.4,1,Car,"20 ",0.45,49,Other,1000,1000,900,900,800,800,21.6,"Left foot",70,"65 ","Index finger",February,Fall,No,Yes,Vegetables,Tea,"Social studies","7 ","9 ","4 ","Yes - other","Myspace, Facebook, other social networking sites, or blog",150,"200 ",34,5,7,12,3,1,5,6,6,7,12,4,Some,"Some college",Other,"Freeze time",Happy,"Musician or singer",Environment
USA,TX,2015,"12        ",Male,16,Right-Handed,5169,654,6541,9621,Bus,21065,.347,99999,Gymnastics,57849,49,61646,65196,65165,95198,79797,"Same length",666,77777,"Ring finger",September,Spring,Yes,Yes,Meat,Water,"Physical education",11110,22222,10000,"No internet connection","Myspace, Facebook, other social networking sites, or blog",10,66666,10000,02051,515,1,51,51,51,5,185,4,81,654,"A lot","Less than high school","Heavy metal","Super strength",Healthy,Other,Other
USA,TX,2016,"5         ",Male,10,Right-Handed,155,24,135,1,Car,10,0.639,51,Basketball,1000,750,1000,1000,100,500,24,"Same length",70,70,"Same length",June,Summer,No,No,Other,Water,"Physical education",8,7,5,"Yes - other","Text messaging",3,3,40,4,5,7,30,2,2,2,1,3,0,0,"A lot",Other,Gospel,"Super strength",Famous,"Sports person",Religious
USA,TX,2023,"12        ",Male,17,Right-Handed,5'8,26.67,,2,Car,"10 ",.401,69,Basketball,0,1000,1000,1000,1000,1000,26.67,"Same length",76.2,76.2,"Ring finger",March,Fall,No,No,Poultry,Milk,"Mathematics and statistics",7,9,5,"Yes - broadband connection","Text messaging",100,100,2,2,1,5,2,0,3,2,4,3,0,0,"Very little","Graduate degree","Rhythm and blues (R&B)",Telepathy,Healthy,"Sports person",Health
USA,TX,2012,"7         ",Male,12,Right-Handed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,TX,2019,"12        ",Female,20,Right-Handed,165.1,24.13,165.1,1,Car,21,0.168,65,Dancing,100,300,150,50,900,1000,24.13,"Same length",,,,November,Winter,No,No,Poultry,Milk,"Social studies",6,8,7,"Yes - broadband connection","In person",3,5,6,3,8,50,7,0,30,5,12,0,25,15,"A lot","Undergraduate degree",Gospel,Telepathy,Happy,Relative,Health
USA,TX,2014,"12        ",Male,17,Left-Handed,180,33,88,1,Bus,"32 ",.681,,Basketball,1000,1000,1000,1000,1000,1000,33,"Same length",80,84,"Ring finger",February,Spring,Yes,No,Poultry,Juice,Science,6,7,4,"Yes - other","Text messaging",50,50,,,,,,,,,,,,,"A lot","Graduate degree","Rock and roll",Invisibility,Rich,"Doctor or nurse",Environment
USA,TX,2016,"5         ",Male,11,Left-Handed,150,19,126,1,Bus,45,0.236,46,Baseball/Softball,657,756,576,675,985,247,19,"Same length",70,70,"Same length",March,Summer,No,No,Pizza/Pasta,"Sports drink","Mathematics and statistics",8,8,4,"Yes - other","Cell phone",63,59,2,,,,,,,,,,,,,,,,,,
USA,TX,2022,"11        ",Male,17,Right-Handed,173,28,173,2,Car,12,0.292,27,Other,824,439,904,840,294,535,28,"Same length",7.4,8.2,"Ring finger",May,Summer,Yes,No,Pizza/Pasta,Water,Science,6,10,2,"Yes - broadband connection","In person",15,26,70,2,20,15,17,0,50,40,112,0,0,1,"A lot","Graduate degree",Other,Fly,Healthy,"Community leader or elder",Environment
USA,TX,2018,"6         ",Male,12,Ambidextrous,55.5,24,159,2,Bicycle,2,.383,53,None,465,444,471,422,1000,1000,24,"Same length",7.2,7.5,"Same length",October,Summer,No,No,Meat,"Soft drink (caffeinated)",Science,8,12,4,"Yes - broadband connection","Cell phone",0,2,4,0,2,1,0,7,1,1,7,3,0,0,Some,"Graduate degree",Techno/Electronic,Telepathy,Rich,Other,"Wildlife, animals"
USA,TX,2013,"5         ",Female,11,Right-Handed,143,21,148,2,Car,5,0.801,46,Other,500,1000,1000,1000,0,1,21,"Same length",10,8,"Ring finger",July,Summer,No,No,Fruit,Other,"Computers and technology",11,8,5,"Yes - other","Cell phone",3,4,1,1,1,2,3,1,1,1,2,2,0,2,"A lot","Some college",Other,Invisibility,Happy,Other,"Arts, culture, sports"
USA,TX,2021,"6         ",Male,12,Left-Handed,160,25,160,1,Bicycle,10,.329,52,Baseball/Softball,999,800,300,600,400,500,25,"Same length",12,12,"Same length",November,Summer,Yes,No,Desserts,Tea,"Physical education",9,10,6,"Yes - other","Text messaging",20-40,30-50,5-6,3,1,2,7,4,0,7,5,3,1,7,Some,"Undergraduate degree",Pop,"Freeze time",Famous,Friend,Religious
USA,TX,2016,"5         ",Male,11,Right-Handed,152,26,152,1,Car,30,0.84,46,None,1000,1000,500,1000,10000,10000,26,"Left foot",8,8,"Same length",September,Winter,Yes,No,Pizza/Pasta,"Energy drink",Science,8,11,4,"Yes - other","Text messaging",0,0,24,2,1,5,0,24,9,3,24,7,1,0,"Very little","Less than high school",Country,Invisibility,Rich,"Doctor or nurse",Religious
USA,TX,2015,"12        ",Male,16,Right-Handed,171.4,25.5,166.6,2,Car,4,.618,57,Tennis,750,900,850,850,420,800,25.5,"Same length",70,69,"Index finger",August,Fall,No,No,Poultry,Water,"Mathematics and statistics",6,8,3,"Yes - broadband connection","Text messaging",35,35,3,1,5,4,20,2,3,3,14,5,0,2,Some,"Graduate degree",Techno/Electronic,"Freeze time",Famous,"Sports person","Wildlife, animals"
USA,TX,2021,"6         ",Male,11,Right-Handed,177,23,154,2,Car,3,.288,30,Cycling,1000,1000,1000,1000,659,457,23,"Same length",66,68,"Ring finger",May,Spring,No,No,"No favorite",Water,Science,9,9,3,"Yes - broadband connection","In person",0,0,4,1,2,9,4,1,1,0,2,1,0,2,"Very little",Other,Classical,Telepathy,Healthy,Other,Environment
USA,TX,2023,"12        ",Male,18,Right-Handed,172,23,87,3,Walk,5,.347,37,None,674,107,540,471,1000,711,23,"Same length",,,"Same length",September,Summer,Yes,No,"No favorite","Powdered drink",Other,5,11,4,"Yes - broadband connection","Text messaging",5,500,10,0,18,50,2,0,6,4,100,0,0,20,"A lot","Graduate degree",Classical,Invisibility,Rich,Relative,Other
USA,TX,2017,"11        ",Female,15,Right-Handed,61,20,156,1,Car,4,0.511,58,Basketball,900,950,1000,950,700,900,20,"Same length",80,70,"Index finger",February,Fall,Yes,No,Seafood,Water,English,6,9,4,"No internet connection","Text messaging",150,150,6,5,8,12,3,0,4,11,2,2,0,1,"A lot","Graduate degree",Country,Fly,Happy,Relative,"Wildlife, animals"
USA,TX,2023,"12        ",Female,17,Right-Handed,160,25,155,2,Car,10-15,0.787,33,None,,,,,,,25,"Same length",48.7,50.8,"Ring finger",August,Summer,No,No,Fruit,Water,"Social studies",8,6,2,"Yes - broadband connection","Internet chat or instant messaging",10,7,7,3,2,3,0,2,1,1,2,2,0,2,Some,"Graduate degree",Pop,Telepathy,Healthy,Relative,Health
USA,TX,2014,"4         ",Female,10,Right-Handed,,,,1,Car,10,,,Basketball,,,,,,,,,,,,November,Spring,No,No,Pizza/Pasta,Milk,Science,10,14,6,"Yes - other","In person",0,0,7,0,1,4,0,0,0,0,0,5,0,0,None,"Graduate degree",Pop,Fly,Healthy,,
USA,TX,2018,"12        ",Female,17,Right-Handed,180,24,170,1,Car,3,.758,56,Basketball,10,8,10,10,3,2,23,"Left foot",75,75,"Same length",September,Fall,No,No,Pizza/Pasta,Water,"Mathematics and statistics",6,12,5,"Yes - broadband connection","Text messaging",200,300,30,1,20,5,15,0,35,30,20,3,0,10,"A lot","Graduate degree","Rhythm and blues (R&B)","Freeze time",Healthy,"Musician or singer","International aid"
USA,TX,2019,"12        ",Female,20,Right-Handed,154.9,23.36,152,1,Bus,5,.422,37,Walking/Hiking,786,733,818,738,663,781,22.86,"Right foot",76.2,76.2,"Same length",November,Fall,No,No,Pizza/Pasta,Water,History,9,8,2,"Yes - broadband connection","Text messaging",44,24,10,5,10,1,1,1,20,20,70,20,0,7,Some,"Graduate degree","Rhythm and blues (R&B)","Freeze time",Happy,Relative,Religious
USA,TX,2019,"10        ",Female,15,Right-Handed,162,13,162,2,Car,10,.4,36,Other,1000,1000,1000,1000,500,500,13,"Same length",8,9,"Ring finger",February,Summer,No,No,"Rice/Noodle dishes",Water,"Mathematics and statistics",7,8,4,"Yes - broadband connection","Text messaging",30,30,8,9,24,10,12,3,10,10,3,5,0,7,Some,"Graduate degree","Rap/Hip hop",Telepathy,Happy,"Doctor or nurse",Health
USA,TX,2023,"8         ",Male,13,Right-Handed,154,25.5,166,1,Car,10,.298,37,"Football (American)",487,298,872,971,300,400,25.7,,94,71,"Index finger",July,Winter,Yes,No,Poultry,Water,"Social studies",8,7,3,"Yes - broadband connection","In person",4,6,2,1,1,10,10,32,0,1,32,2,0,4,"A lot","Some college","Rap/Hip hop","Freeze time",Rich,"Sports person","International aid"
USA,TX,2016,"12        ",Female,17,Right-Handed,152,22,151,1,Bus,60,.621,51,Swimming,700,300,500,500,1000,1000,19,"Same length",65,67,"Ring finger",August,Fall,No,No,"Rice/Noodle dishes",Water,Art,7,10,4,"Yes - other","Text messaging",50,50,3,.5,25,4,3,0,10,10,24,4,0,7,Some,"Graduate degree",Pop,"Freeze time",Happy,Other,"International aid"
USA,TX,2014,"4         ",Male,10,Right-Handed,,,,1,Car,12,,,Skateboarding/Rollerblading,,,,,,,,"Same length",,,"Ring finger",November,Summer,No,No,Other,Water,"Physical education",5,12,3,"Yes - other","In person",0,0,,,,,,,,,,,,,,,,,,,
USA,TX,2021,"12        ",Female,17,Right-Handed,160,24.1,170,2,Car,3,.506,42,Running/Jogging,1000,1000,834,829,80,294,24.1,"Same length",80,70,"Index finger",August,Fall,No,No,Desserts,Water,Science,9,11,6,"Yes - broadband connection","In person",10,14,40,14,7,21,10,0,14,4,14,10,0,6,Some,"Graduate degree",Other,Fly,Happy,Relative,"International aid"
USA,TX,2016,"12        ",Male,17,Right-Handed,182,26,180,1,Car,8,.347,38,"Football (American)",898,610,91,209,703,609,26,"Same length",98,102,"Ring finger",January,Summer,Yes,No,"Rice/Noodle dishes",Water,History,8,7,4,"Yes - broadband connection","Text messaging",35,40,6,0,4,8,2,3,1,4,2,8,0,8,Some,"Undergraduate degree","Rap/Hip hop","Freeze time",Rich,Other,Environment
USA,TX,2023,"12        ",Female,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,TX,2018,"12        ",Female,17,Right-Handed,180,26,178,2,Bus,10,.661,35,Dancing,90,60,66,78,10,50,24,"Right foot",216,215,"Index finger",November,Summer,No,No,Pizza/Pasta,"Soft drink (caffeinated)",Science,8,11,1,"Yes - broadband connection","Cell phone",26,30,3,60,20,10,2,6,12,12,3,3,6,5,Some,"Graduate degree",Pop,Fly,Happy,Friend,"Wildlife, animals"
USA,TX,2019,"12        ",Female,17,Right-Handed,159cm,24cm,162cm,1,Car,26,0.717,45,Dancing,800,800,500,650,700,950,23cm,"Left foot",70,70,"Same length",April,Winter,No,No,Pizza/Pasta,Water,"Mathematics and statistics",7,12,6,"Yes - other","Myspace, Facebook, other social networking sites, or blog",8,8,48hrs,21hrs,7hrs,6hrs,8hrs,0hrs,50hrs,2hrs,150hr,14hrs,16hrs,7hrs,Some,"Graduate degree",Other,Telepathy,Happy,Relative,"International aid"
USA,TX,2015,"12        ",Male,17,Right-Handed,6,123,321,1,Bus,30,0.34,41,Golf,401,508,570,420,214,1000,124,"Right foot",7,8,"Ring finger",December,Fall,No,No,Pizza/Pasta,Water,Science,4,12,6,"Yes - other","In person",35,26,50,20,0,0,6,0,80767,80767,80767,20,0,12,"A lot","Graduate degree","Heavy metal",Telepathy,Rich,"Business person",Health
USA,TX,2019,"12        ",Female,17,Left-Handed,160.2,23.8,156,3,Car,10,0.403,73,Athletics,524,642,652,877,1000,1000,27,"Left foot",77,82,"Ring finger",November,Fall,Yes,No,Pizza/Pasta,Water,English,7,8,3,"Yes - broadband connection","Text messaging",40,80,4,5,15,10,8,0,22,14,12,3,0,3,Some,"Graduate degree","Rhythm and blues (R&B)",Invisibility,Happy,Relative,Health
USA,TX,2018,"12        ",Male,17,Right-Handed,190,25,170,1,Car,10,.734,.487,Baseball/Softball,500,500," 500",500,500,500,25,"Same length",60,60,"Same length",January,Spring,No,No,Seafood,"Soft drink (caffeinated)",History,8,8,2,"Yes - other","Text messaging",300,500,1,0,4,4,5,3,2,4,4,4,4,4,Some,"Graduate degree","Rap/Hip hop",Invisibility,Happy,Relative,Health
USA,TX,2016,"12        ",Female,16,Right-Handed,175,25,160,2,Bus,60,.625,51,Swimming,519,519,856,973,1000,1000,25,"Same length",75,72,"Index finger",May,Spring,No,No,Fruit,Tea,"Mathematics and statistics",5,9,4,"Yes - broadband connection","Internet chat or instant messaging",200,200,10,0,5,5,5,0,10,10,20,3,0,1,Some,"Graduate degree",Other,Telepathy,Rich,Relative,Health
USA,TX,2021,"12        ",Male,17,Right-Handed,170.1,27,176,1,Car,2,.65,36,Soccer,500,200,100,178,122,364,27,"Left foot",11,8,"Ring finger",December,Winter,Yes,No,Meat,Water,"Physical education",6,8,3,"Yes - other",Other,20,20,25,2,1,3,4,8,8,9,4,6,5,4,Some,"Some college","Rap/Hip hop","Freeze time",Rich,"Sports person",Environment
USA,TX,2018,"12        ",Female,17,Right-Handed,165,25,120,1,Car,10,0.436,38,Other,800,800,800,800,800,850,25,"Left foot",8,8,"Same length",July,Winter,Yes,No,Poultry,"Soft drink (non-caffeinated)",English,7,8,3,"Yes - broadband connection","Text messaging",35,30,8,4,1,10,1,2,2,4,10,3,0,3,Some,"Graduate degree","Rap/Hip hop",Telepathy,Happy,Other,"Wildlife, animals"
USA,TX,2018,"6         ",Male,11,Right-Handed,157,26,159.4,2,Car,15,0.049,69,Swimming,500,670,550,670,70,95,26,"Right foot",90,80,"Index finger",May,Summer,Yes,No,"Rice/Noodle dishes","Soft drink (caffeinated)",English,8.5,9.5,2,"Yes - other","Text messaging",2,1,5,0.25,0.25,0.5,0.2,3,.15,.3,2,4,0,.3,"Very little","Graduate degree","Rap/Hip hop","Super strength",Happy,Relative,Health
USA,TX,2018,"12        ",Male,18,Right-Handed,173,25,56,1,Car,5,.342,41,Athletics,900,500,800,600,500,500,26,"Left foot",80,90,"Same length",September,Winter,No,No,Meat,"Sports drink",Other,4,3,3,"Yes - broadband connection","Text messaging",20,20,20,0,0,20,20,7,2,7,7,7,39,5,None,"Graduate degree","Rap/Hip hop",Fly,Rich,Actor,"Arts, culture, sports"
USA,TX,2019,"10        ",Female,14,Right-Handed,165,23,163,two,Bus,10-15,0.395,38,Swimming,1000,1000,807,807,652,749,23,"Same length",67,70,"Ring finger",August,Summer,No,No,"No favorite",Water,"Mathematics and statistics",8,9,3,"Yes - broadband connection","Text messaging",19,25,5,3,13,14,7,2,11,9,15,4,0,7,Some,"Graduate degree",Gospel,"Super strength",Happy,Relative,Health
USA,TX,2011,"12        ",Female,17,Right-Handed,175,24,177,2,Car,3,.359,33,Running/Jogging,465,701,599,,1000,1000,24,"Same length",100,110,"Ring finger",January,Fall,Yes,No,Salads,"Sports drink",Other,4,7,3,"Yes - broadband connection","Text messaging",300,500,20,2,2,10,7,15,17,48,24,13,0,5,"Very little","Graduate degree",Country,Telepathy,Happy,Friend,Health
USA,TX,2013,"5         ",Male,11,Right-Handed,145,149,147,2,Bus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,TX,2023,"12        ",Female,18,Right-Handed,168,22,163,1,Car,15,0.32,36,Walking/Hiking,1000,690,920,818,187,283,22,"Same length",8,7,"Index finger",January,Summer,No,No,"Rice/Noodle dishes",Water,"Mathematics and statistics",7,8,4,"Yes - broadband connection","In person",10,10,48,1,1,10,1,0,3,6,40,5,16,2,"A lot","Graduate degree",Pop,"Freeze time",Rich,Other,"Wildlife, animals"
USA,TX,2020,"12        ",Female,17,Right-Handed,158.8,23,158.8,1,Car,15,0.376,43,Running/Jogging,471,690,1000,476,396,711,23,"Same length",62,62,"Same length",July,Fall,No,No,Pizza/Pasta,Water,English,8,8,7,"Yes - broadband connection","Text messaging",60,85,0,5,40,40,0,0,10,10,60,10,0,4,Some,"Graduate degree",Pop,Fly,Happy,Relative,"International aid"
USA,TX,2014,"12        ",Female,17,Right-Handed,160,25,161,1,Car,20,0.579,43,Dancing,0,1000,422,433,0,428,24,,8,8,"Same length",November,Summer,No,No,Pizza/Pasta,"Powdered drink",English,7,5,3,"No internet connection","Text messaging",900,900,48,1,0,0,0,0,13,24,0,2,20,0,"Very little","Graduate degree",Country,Fly,Rich,"Doctor or nurse",Health
USA,TX,2014,"4         ",Male,10,Left-Handed,136,21,138,1,Car,30,,,"Martial Arts",1000,1000,1000,1000,0,0,21,"Same length",63,59,"Index finger",July,Summer,,Yes,Pizza/Pasta,Water,"Physical education",10,12,7,"Yes - other","In person",0,0,40,0,20,40,10,5,1,0,1,3,0,2,Some,"Graduate degree","Rock and roll",Fly,Healthy,Relative,Health
USA,TX,2012,"11        ",Male,17,Left-Handed,163,24,170,1,Walk,30,.388,,None,800,500,1000,1000,1000,1000,24,"Same length",95,75,"Same length",March,Fall,Yes,No,Meat,"Powdered drink","Computers and technology",5,10,2,"Yes - broadband connection","Text messaging",5,5,5,1,3,1,0,10,5,5,10,5,0,5,"A lot","Some college","Heavy metal",Telepathy,Happy,Relative,"International aid"
USA,TX,2013,"5         ",Female,11,Right-Handed,159,25,155,4,Car,4,0.397,57,Dancing,1000,1000,1000,1000,128,16,25,"Same length",80,70,"Index finger",May,Summer,Yes,No,Desserts,Juice,"Physical education",10,7,5,"Yes - other","In person",0,0,9,1,2,7,1,0,5,0,5,9,0,6,Some,"Graduate degree",Pop,Invisibility,Famous,"Musician or singer",Other
USA,TX,2016,"5         ",Male,12,Ambidextrous,580,23,150,2,Car,20,1,80,Basketball,0,0,0,10,900,1000,23,"Same length",80,65,"Index finger",June,Fall,No,No,Meat,Juice,"Physical education",8,12,5,"Yes - other",Other,0,0,40,0,10,100,25,7,0,0,7,14,3,3,"A lot","Some college",Pop,Fly,Rich,Politician,"Wildlife, animals"
USA,TX,2016,"5         ",Female,11,Right-Handed,138.7,19,130,2,Car,20,448.7,47,Soccer,500,1000,1000,1000,50,5000,18,"Right foot",80,70,"Index finger",September,Summer,No,No,Meat,Water,Art,10,9,4,"Yes - other","In person",3,5,5,0,1,3,3,0,0,1,0,1,0,1,Some,"Graduate degree",Pop,"Super strength",Healthy,"Sports person",Health
USA,TX,2021,"11        ",Male,17,Right-Handed,190,90,147,2,Car,20,0.310,60,Walking/Hiking,0,0,0,0,1000,1000,90,"Same length",10,9,"Index finger",January,Summer,No,No,Meat,"Soft drink (caffeinated)",English,6,11,5,"Yes - broadband connection","Text messaging",41.5,10,0,0,0,3,0,14,7,7,56,0,40,5,Some,"High school","Rap/Hip hop",Telepathy,Happy,Other,Other
USA,TX,2014,"12        ",Male,18,Right-Handed,186,29.5,186.5,1,Car,23,.297,44,Basketball,100,200,200,500,700,700,29.5,"Same length",105,110,"Ring finger",July,Fall,No,No,Meat,Water,Music,6,12,4,"Yes - broadband connection","Text messaging",100,100,10,0,5,15,1,2,3,8,15,15,10,4,Some,"Undergraduate degree",Other,Fly,Happy,Teacher,"Arts, culture, sports"
USA,TX,2023,"12        ",Male,16,Right-Handed,175,26.8,165,2,Car,35,0.392,52,Athletics,765,770,882,706,546,508,26.8,"Same length",5.5,6,"Ring finger",May,Fall,No,No,Other,Water,Other,7,9,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",15,17,10,5,9,7,10,8,1,2,5,10,0,6,Some,"Some college",Other,"Freeze time",Healthy,"Business person","Wildlife, animals"
USA,TX,2013,"5         ",Male,11,Right-Handed,150,25,136,2,Car,10,406,43,Soccer,610,631,759,866,1000,1000,20,"Same length",7,9,"Same length",October,Summer,No,No,Meat,Water,"Physical education",9,10,7,"Yes - other","In person",10,20,2,1,1,3,3,1,2,2,1,3,1,2,"Very little","Some college","Rap/Hip hop",Telepathy,Happy,"Doctor or nurse","Wildlife, animals"
USA,TX,2021,"12        ",Male,17,Right-Handed,185.4,29.4,199,1,Car,4,.332,50,"Football (American)",4,5,1,2,6,3,29.5,"Left foot",110,112,"Ring finger",October,Fall,No,No,Meat,"Sports drink","Mathematics and statistics",6,10,5,"Yes - dial-up connection","In person",3,8,,,,,,,,,,,,,"Very little","Some college",Country,"Freeze time",Rich,"Sports person",Religious
USA,TX,2019,"12        ",Female,18,Right-Handed,162,18,162,2,Walk,5,3,6,Dancing,450,490,590,580,800,1000,18,"Right foot",80,78,"Ring finger",October,Summer,Yes,No,Pizza/Pasta,Water,Art,9,8,5,"Yes - other","Cell phone",55,50,50,15,30,5,5,5,25,45,30,10,10,2,"A lot","High school",Pop,Invisibility,Rich,Other,Religious
USA,TX,2015,"12        ",Female,17,Right-Handed,162.6,24.5,164,1,Car,25,.4,61,Running/Jogging,800,700,300,900,1000,1000,24.5,"Same length",84,76,"Index finger",July,Summer,No,No,Pizza/Pasta,Water,Art,4,9,4,"Yes - broadband connection","Text messaging",200,200,7,0,35,6,0,0,1,8,28,3,0,0,"A lot","Graduate degree","Rock and roll","Freeze time",Happy,"Musician or singer","Wildlife, animals"
USA,TX,2023,"12        ",Male,17,Right-Handed,174,26,179,2,Car,7,0.281,45,Baseball/Softball,500,600,600,500,400,300,26,"Same length",90,97,"Ring finger",December,Summer,Yes,No,Meat,Water,"Physical education",6,8,5,"Yes - other","Text messaging",150,250,10,1,7,12,21,1,5,5,2,0,4,2,Some,Other,Country,"Freeze time",Happy,"Religious figure",Health
USA,TX,2015,"12        ",Female,17,Right-Handed,162,"33 ",154,1,Car,7,0.448,48,None,100,100,1000,500,0,300,33,"Same length",45,60,"Same length",March,Fall,No,No,Meat,Water,Music,8,9,4,"Yes - other","Text messaging",20,25,20,1,12,30,10,0,8,10,15,6,8,1,"A lot","Graduate degree",Gospel,Invisibility,Happy,Relative,Health
USA,TX,2012,"12        ",Male,17,Right-Handed,168,25,167,2,Car,25,.386,40,Other,1000,600,1000,1000,800,700,26,"Left foot",86,89,"Ring finger",June,Spring,No,Yes,Pizza/Pasta,Water,Music,7,10,4,"Yes - broadband connection","Text messaging",6,5,6,.5,10,4,15,24,18,2,38,4,0,2,"Very little","Graduate degree",Techno/Electronic,"Freeze time",Happy,"Doctor or nurse","International aid"
USA,TX,2016,"12        ",Male,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,TX,2019,"12        ",Male,17,Left-Handed,180.3,25.9,long,6,Car,15,.276,26,Soccer,0,0,0,0,950,800,25.9,"Right foot",110,120,"Ring finger",December,Winter,Yes,No,Salads,Water,History,6,8,3,"Yes - broadband connection","Text messaging",500,200,6,0,1,24,3,5,10,4,10,2,8,2,,"Some college","Rock and roll",Fly,Healthy,Other,"Arts, culture, sports"
USA,TX,2021,"12        ",Female,17,Right-Handed,165,22,166,1,Car,15,0.705,37,Gymnastics,100,95,70,85,50,80,22,"Same length",70,65,"Index finger",September,Fall,Yes,No,Pizza/Pasta,"Soft drink (caffeinated)",English,7,8,6,"Yes - other","Text messaging",77,60,15,1,5,10,5,1,9,5,15,10,25,5,Some,"Graduate degree",Pop,Telepathy,Rich,"Musician or singer","Education/Youth development"
USA,TX,2023,"12        ",Male,16,Right-Handed,165.0,24.6,165.0,2,Car,16,.352,47,None,1000,1000,1000,920,100,300,24.6,"Same length",30,35,"Ring finger",October,Winter,Yes,No,Poultry,Water,Music,5-7,9-12,5,"Yes - other","Cell phone",100+,200+,2,0,24-30,50+,20+,26+,60+,60+,60+,32+,0,22+,"A lot","Graduate degree","Heavy metal",Invisibility,Happy,"Musician or singer","International aid"
USA,TX,2015,"4         ",Male,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,TX,2016,"5         ",Female,11,Right-Handed,162,25,155,1,Walk,4,0.908,56,Basketball,950,950,999,800,500,500,24,"Right foot",70,70,"Same length",January,Summer,Yes,No,Desserts,Water,"Social studies",11,10,6,"Yes - other","In person",0,0,12,0,7,8,5,4,0,0,4,4,0,6,"Very little","Graduate degree",Pop,Fly,Happy,Relative,"Wildlife, animals"
USA,TX,2018,"12        ",Male,18,Right-Handed,173,130,170,2,Car,20,0.52,51,Walking/Hiking,70,90,100,70,100,70,22,"Right foot",60,60.50,"Ring finger",December,Fall,No,No,"Rice/Noodle dishes",Water,"Computers and technology",6,8,2,"No internet connection","Cell phone",6,10,3,1,6,5,7,3,3,2,6,4,5,4,"A lot","Some college","Rock and roll",Fly,Healthy,Actor,"Arts, culture, sports"
USA,TX,2023,"8         ",Male,13,Right-Handed,172,25,178,1,Car,20,0.361,36,Bowling,872,604,455,348,102,406,25,"Left foot",76,78,"Ring finger",June,Spring,Yes,No,Poultry,Water,"Mathematics and statistics",8,6,4,"Yes - other","In person",0,0,17,0,0,46,4,18,20,0,0,12,0,2,"Very little","Graduate degree","Rock and roll","Freeze time",Rich,Relative,Health
USA,TX,2021,"11        ",Female,16,Right-Handed,152.4,22.2,47,2,Car,20,4.42,38,Soccer,497,1000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,TX,2018,"12        ",Male,18,Right-Handed,190,29,187,1,Car,20,0.554,71,Other,500,500,500,500,500,500,26,"Same length",80,85,"Ring finger",December,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,TX,2017,"12        ",Male,17,Right-Handed,178,30,172,1,Car,11,.297,41,None,357,100,10,50,1000,1000,30,"Same length",110,100,"Ring finger",April,Winter,No,No,Seafood,Water,Other,2,10,6,"Yes - broadband connection","Internet chat or instant messaging",25,27,78,1,4,24,5,7,15,2,120,1,0,6,Some,Other,Other,Fly,Happy,Other,"Wildlife, animals"
USA,TX,2019,"8         ",Male,13,Right-Handed,147,23,64,1,Car,10,0.308,32,Swimming,0,100,800,600,1000,1000,23,"Same length",8,6,"Index finger",June,Fall,No,No,"Rice/Noodle dishes",Water,Other,8,6,4,"Yes - other","In person",0,0,3,N/A,10,3,.25,45,30,N/A,50,8,N/A,.6,Some,Other,Other,"Freeze time",Rich,Other,Other
