Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,PA,2010,4,Male,10.0,Right-Handed,145,37,150,2.0,Car,10,0.33,0.42,Soccer,1000.0,1000.0,738.0,,658.0,519.0,46,Left foot,52,61,Ring finger,December,Summer,No,No,Rice/Noodle dishes,Sports drink,Mathematics and statistics,10,12,4.0,Yes - other,Cell phone,0,3,3,1.0,1.0,3,1,4,1.0,0.0,2.0,5.0,3,2.0,Some,Graduate degree,Other,Invisibility,Rich,Friend,Education/Youth development
USA,PA,2018,6,Male,11.0,Ambidextrous,157,22,152,2.0,Bus,2,0.519,46,,1000.0,941.0,754.0,513.0,0.0,1000.0,22,Same length,75,75,Same length,July,Summer,No,No,Pizza/Pasta,Juice,Science,8,10,5.0,Yes - broadband connection,Cell phone,6,5,1,10.0,30.0,15,1,3,2.0,1.0,1.0,4.0,0,1.0,Very little,Other,Pop,Telepathy,Rich,Musician or singer,Health
USA,PA,2016,12,Male,16.0,Right-Handed,180.3,29,73,2.0,Car,7,0.383,39,Athletics,700.0,700.0,400.0,700.0,950.0,1000.0,30,Left foot,96,90,Index finger,February,Summer,No,No,Poultry,Water,English,6.5,9,4.0,Yes - broadband connection,Internet chat or instant messaging,5,5,3,0.0,10.0,1,10,15,3.0,3.0,15.0,1.0,0,2.0,Some,Graduate degree,Other,Telepathy,Rich,Musician or singer,Health
USA,PA,2023,12,Male,16.0,Right-Handed,190.5,33.02,198.1,2.0,Bus,40,.38,43,Football (American),1000.0,508.0,690.0,450.0,1000.0,1000.0,33.02,Same length,76.2,81.36,Ring finger,October,Fall,No,No,Meat,Water,Science,7,8,3.0,Yes - broadband connection,Internet chat or instant messaging,20,20,11,2.0,2.0,14,18,3,19.0,3.0,25.0,5.0,20,5.0,Some,Graduate degree,Rap/Hip hop,Freeze time,Happy,Musician or singer,Environment
USA,PA,2017,12,Female,16.0,Right-Handed,165.5,24,178.2,1.0,Car,5,1.1,58,Bowling,60.0,60.0,60.0,60.0,40.0,75.0,23,Right foot,7.7,8.2,Ring finger,October,Fall,Yes,No,Other,Tea,Mathematics and statistics,5,10,5.0,Yes - other,In person,5,30,8,1.0,20.0,24,0,0,2.0,2.0,2.0,2.0,24,0.0,A lot,Graduate degree,Country,Invisibility,Happy,Relative,Education/Youth development
USA,PA,2012,12,Female,16.0,Right-Handed,168,25,42,1.0,Bus,35,.399,41,Walking/Hiking,727.0,684.0,401.0,551.0,433.0,353.0,25.5,Left foot,75,80,Ring finger,August,Spring,Yes,No,Fruit,Water,Mathematics and statistics,8,10,4.0,Yes - other,Telephone,2,1,3,6.0,3.0,6,3,2,1.0,1.0,3.0,6.0,0,5.0,Some,Graduate degree,Other,Fly,Happy,Other,"Arts, culture, sports"
USA,PA,2023,12,Female,17.0,Right-Handed,58,21,158,1.0,Car,7,.657,52,Gymnastics,1000.0,600.0,900.0,800.0,400.0,700.0,21,Same length,7,5 1/2,Index finger,April,Summer,No,No,Fruit,Water,History,7,7,4.0,Yes - other,"Myspace, Facebook, other social networking sites, or blog",150,300,18,5.0,4.0,3,15,1,16.0,4.0,2.0,8.0,15,3.0,Some,Undergraduate degree,Pop,Telepathy,Healthy,Coach or club leader,International aid
USA,PA,2014,12,Female,18.0,Right-Handed,165.1,23,162,1.0,Car,17,.398,42,Table Tennis,900.0,800.0,600.0,900.0,1000.0,1000.0,23,Same length,81,85,Ring finger,March,Summer,No,No,Pizza/Pasta,Water,Science,,5,4.0,Yes - broadband connection,Text messaging,200,220,12,0.5,0.0,1,3,0,3.0,10.0,5.0,5.0,24,4.0,A lot,Graduate degree,Rap/Hip hop,,Happy,Relative,Health
USA,PA,2017,12,Female,17.0,Right-Handed,160.0,23,162,1.0,Car,15,.435,53,Other,1000.0,1000.0,800.0,900.0,800.0,1000.0,23,Same length,85,80,Index finger,May,Spring,No,No,Fruit,Water,History,7,11,5.0,Yes - broadband connection,Text messaging,30,30,5,0.0,15.0,7,10,0,15.0,1.0,15.0,0.0,10,2.0,A lot,Graduate degree,Pop,Fly,Healthy,Friend,Religious
USA,PA,2014,12,Male,17.0,Right-Handed,184.1,27.94,184.1,1.0,Car,8,.269,52,Other,781.0,872.0,925.0,872.0,845.0,968.0,29.21,Left foot,82.55,76.2,Index finger,April,Winter,Yes,No,No favorite,Milk,Computers and technology,6,10,3.0,Yes - broadband connection,Internet chat or instant messaging,0,1,7,0.5,7.0,14,0,28,5.0,0.5,28.0,7.0,0,3.0,Some,Undergraduate degree,Other,Freeze time,Happy,Other,Environment
USA,PA,2021,9,Female,15.0,Right-Handed,147,24.5,146,2.0,Bus,45,4.253,65,Swimming,11.0,11.0,508.0,369.0,0.0,0.0,29,Left foot,75,70,Index finger,February,Spring,No,No,No favorite,Water,Other,6-7,8-9,5.0,Yes - other,In person,3,2,2,1.0,7.0,1,0,0,2.0,1.0,4.0,0.0,2,9.0,Some,Some college,Other,Fly,Healthy,Community leader or elder,Health
USA,PA,2016,11,Female,15.0,Right-Handed,163,23,163,1.0,Car,5,.698,46,Soccer,957.0,797.0,727.0,872.0,513.0,727.0,22,Right foot,8,7,Index finger,August,Spring,Yes,No,Desserts,Water,Mathematics and statistics,6,10,4.0,Yes - broadband connection,Cell phone,15,20,6,1.0,8.0,4,4,0,4.0,4.0,2.0,6.0,0,1.0,A lot,Undergraduate degree,Pop,Freeze time,Happy,Relative,Health
USA,PA,2022,12,Male,17.0,Right-Handed,170,25.4,67,1.0,Car,20m,296,60s,Table Tennis,500.0,500.0,500.0,500.0,30.0,1000.0,25.4,Same length,76.2,76.2,Same length,October,Fall,Yes,No,Meat,Water,Social studies,8,10,5.0,Yes - other,In person,100,100,8,2.0,2.0,3,5,1,3.0,2.0,3.0,2.0,0,2.0,Some,Graduate degree,Rap/Hip hop,Freeze time,Rich,Relative,Health
USA,PA,2024,12,Female,18.0,Right-Handed,160,22,152,2.0,Bus,42,0.7,37,Skateboarding/Rollerblading,1000.0,1000.0,1000.0,1000.0,300.0,400.0,21,Right foot,71,66,Index finger,August,Winter,No,No,Seafood,Water,Art,5,12,8.0,Yes - other,In person,52,45,10,35.0,10.0,2,2,5,3.0,21.0,40.0,0.0,0,35.0,A lot,Graduate degree,Heavy metal,Telepathy,Happy,Other,International aid
USA,PA,2019,4,Male,10.0,Right-Handed,137em,22cm,136,1.0,Bus,30,704,58,Baseball/Softball,1000.0,1000.0,100.0,400.0,800.0,100.0,23cm,Left foot,6.4cm,7.6,Ring finger,September,Summer,Yes,No,Desserts,Tea,Mathematics and statistics,9,,,,,,,,,,,,,,,,,,,,,,,,,
USA,PA,2010,11,Male,17.0,Right-Handed,185.4,33,12345,1.0,Bus,10,.40,72,Hockey (Field),700.0,300.0,0.0,,1000.0,1000.0,30,Left foot,10,10,Index finger,November,Fall,No,No,Meat,Tea,Science,6,12,3.0,Yes - other,Text messaging,34,78,58208,9889.0,9889.0,98009,098,098,908.0,809.0,809.0,98.0,098,98.0,None,,,,,,
USA,PA,2016,11,Male,18.0,Right-Handed,172.7,26 ,68,1.0,Car,12,.316,35,Other,500.0,800.0,200.0,200.0,200.0,500.0,26,Right foot,36,38,Ring finger,August,Fall,No,No,Seafood,Powdered drink,Art,4,5,5.0,Yes - other,Cell phone,500,600,24,1.0,10.0,4,4,2,4.0,6.0,6.0,2.0,24,6.0,A lot,Undergraduate degree,Rap/Hip hop,Freeze time,Famous,Friend,"Arts, culture, sports"
USA,PA,2021,12,Male,16.0,Right-Handed,185.4,29.4,,2.0,Car,20,0.525,51,Basketball,30.0,47.0,100.0,100.0,80.0,100.0,29.4,Same length,,,Ring finger,September,Fall,Yes,No,No favorite,Water,Physical education,6,10,5.0,Yes - broadband connection,Cell phone,5,7,20,24.0,12.0,,12,6,50.0,4.0,100.0,2.0,,4.0,Some,Some college,Rap/Hip hop,Invisibility,Rich,Sports person,International aid
USA,PA,2012,12,Female,16.0,Right-Handed,172,24.5,172,2.0,Bus,20,.357,36,Tennis,658.0,909.0,695.0,947.0,829.0,877.0,24.5,Same length,8,8.4,Ring finger,March,Fall,Yes,No,Other,Tea,Music,6.5,7.5,3.0,Yes - broadband connection,Cell phone,3,6,2,0.5,30.0,7,10,0,0.5,0.5,10.0,0.0,0,0.0,A lot,Graduate degree,Classical,Invisibility,Happy,Musician or singer,Health
USA,PA,2014,4,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,PA,2017,11,Male,16.0,Right-Handed,180,26,184,2.0,Walk,5,.345,54,Other,872.0,850.0,727.0,731.0,861.0,877.0,26,Same length,85,90,Ring finger,December,Winter,No,Yes,Pizza/Pasta,Water,Science,5,11,4.0,Yes - broadband connection,Text messaging,40,35,1,0.0,2.0,12,11,8,4.0,3.0,10.0,5.0,0,8.0,Some,Some college,Rap/Hip hop,Fly,Happy,Other,International aid
USA,PA,2010,12,Male,17.0,Right-Handed,195,27,194,2.0,Bus,5,0.477,46,Basketball,10.0,10.0,150.0,,850.0,850.0,27,Same length,60,70,Ring finger,August,Summer,No,No,Desserts,Coffee,Languages,7,9,4.0,Yes - broadband connection,In person,3,3,30,0.0,30.0,15,5,0,15.0,15.0,20.0,20.0,7,15.0,A lot,Graduate degree,Rap/Hip hop,Fly,Happy,Teacher,International aid
USA,PA,2016,12,Female,16.0,Right-Handed,145,22,149,1.0,Car,15,.28,,Dancing,1000.0,1000.0,1000.0,900.0,800.0,1000.0,21,Same length,74,81,Ring finger,June,Summer,Yes,No,Pizza/Pasta,Water,Mathematics and statistics,8,7,3.0,Yes - broadband connection,Text messaging,130,200,20,1.0,5.0,6,6,0,2.0,3.0,0.0,1.0,0,3.0,A lot,Graduate degree,Pop,Freeze time,Happy,Doctor or nurse,Health
USA,PA,2017,12,Male,17.0,Right-Handed,176,25,179,1.0,Car,12,0.375,51,Hockey (Ice),100.0,0.0,0.0,0.0,1000.0,1000.0,26,Left foot,81.3,82.5,Ring finger,September,Summer,Yes,No,Meat,Water,Physical education,4,8,5.0,Yes - other,In person,237,259,25,1.0,0.0,10,40,7,30.0,35.0,50.0,25.0,15,0.0,Very little,Graduate degree,Pop,Fly,Rich,Sports person,"Arts, culture, sports"
USA,PA,2023,12,Male,16.0,Right-Handed,175,24,173,1.0,Car,15,.365,40,Athletics,752.0,834.0,723.0,750.0,900.0,900.0,25,Left foot,75,70,Index finger,July,Summer,No,No,Rice/Noodle dishes,Water,Mathematics and statistics,7,8,6.0,Yes - other,Text messaging,35,40,5,6.0,5.0,8,12,6,15.0,10.0,10.0,6.0,15,4.0,A lot,Undergraduate degree,Country,Freeze time,Happy,Relative,Education/Youth development
USA,PA,2016,11,Male,1.0,Right-Handed,,25.5,167,1.0,Car,8,.518,46,Lacrosse,59.0,166.0,112.0,166.0,924.0,988.0,25,Right foot,80,87,Ring finger,February,Summer,Yes,No,Seafood,Soft drink (caffeinated),History,,6,9.0,Yes - other,Text messaging,250,275,8,4.0,20.0,4,25,0,1.5,15.0,3.0,9.0,12,2.0,A lot,Graduate degree,Country,Freeze time,Happy,Business person,Health
USA,PA,2013,6,Male,12.0,Right-Handed,157 ,42,168,1.0,Bus,20,0.344,87,Table Tennis,503.0,428.0,1000.0,364.0,1000.0,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,PA,2018,12,Female,17.0,Right-Handed,170,220,160,1.0,Car,15,.54,37,Walking/Hiking,900.0,1000.0,900.0,1000.0,400.0,500.0,215,Same length,75 mm,65 mm,Index finger,August,Spring,No,No,Rice/Noodle dishes,Water,Science,8,9,3.0,Yes - broadband connection,In person,10,30,12,10.0,12.0,10,5,5,10.0,5.0,3.0,13.0,0,3.0,A lot,Graduate degree,Rap/Hip hop,Telepathy,Happy,Doctor or nurse,"Wildlife, animals"
USA,PA,2019,6,Female,12.0,Right-Handed,152,24,154,1.0,Bus,16,0.385,42,Dancing,706.0,476.0,513.0,428.0,535.0,610.0,23,Right foot,91,80,Index finger,August,Fall,No,No,Pizza/Pasta,Water,English,8,8,6.0,Yes - broadband connection,In person,6,11,53,0.0,5.0,16,4,1,12.0,2.0,28.0,1.0,1/2,2.0,A lot,Undergraduate degree,Other,Freeze time,Happy,Relative,Education/Youth development
USA,PA,2021,11,Female,16.0,Right-Handed,160,21,162,1.0,Car,15,0.431,39,Baseball/Softball,840.0,856.0,513.0,519.0,604.0,668.0,22,Left foot,66,71,Ring finger,November,Winter,No,No,No favorite,Water,Art,8,11,4.0,Yes - other,Internet chat or instant messaging,6,5,5,1.0,6.0,7,5,1,15.0,2.0,20.0,0.0,0,3.0,Some,Other,Pop,Fly,Rich,Actor,"Arts, culture, sports"
USA,PA,2013,12,Male,17.0,Right-Handed,169,24,172,2.0,Car,7,,.373,Other,350.0,400.0,450.0,500.0,700.0,850.0,25,Left foot,74,67.4,Index finger,April,Fall,No,No,Soups,Milk,History,7,10,3.0,Yes - broadband connection,Text messaging,35,37,28,2.0,6.0,7,19,0,15.0,15.0,90.0,64.0,0,6.0,Some,Graduate degree,Classical,Freeze time,Happy,Actor,"Arts, culture, sports"
USA,PA,2019,9,Female,13.0,Right-Handed,158.4,15,160,2.0,Car,10,0.474,44,Athletics,91.0,160.0,0.0,59.0,1000.0,1000.0,17,Left foot,7,7,Same length,September,Summer,Yes,No,Meat,Water,History,8,9,4.0,Yes - other,"Myspace, Facebook, other social networking sites, or blog",30,70,45,70.0,7.0,20,15,0,8.0,10.0,15.0,9.0,5,6.0,A lot,Graduate degree,Rap/Hip hop,Telepathy,,Business person,Health
USA,PA,2017,12,Male,17.0,Right-Handed,170,25,171,1.0,Car,8,.309,44,Tennis,64.0,781.0,43.0,128.0,882.0,1000.0,25.5,Left foot,105,108,Ring finger,March,Winter,No,No,Meat,Water,Mathematics and statistics,7,9,4.0,Yes - broadband connection,In person,5,10,0,0.3,5.0,3,2,32,0.1,0.2,10.0,4.0,8,2.0,None,Graduate degree,Rhythm and blues (R&B),Freeze time,Rich,Relative,Other
USA,PA,2019,7,Female,12.0,Right-Handed,5.1,23,168,1.0,Bus,36,0.724,38,Soccer,727.0,529.0,947.0,1000.0,0.0,337.0,23,Same length,82,63,Index finger,July,Summer,Yes,No,Other,Juice,Physical education,8 ,2,6.0,Yes - other,Text messaging,5,4,0,0.0,1.0,1,2,1,0.0,0.0,2.0,1.0,0,0.0,A lot,Graduate degree,Pop,Telepathy,Famous,Musician or singer,Health
USA,PA,2020,11,Female,16.0,Right-Handed,157,27,150,1.0,Car,30,0.6,57,None,,,,,,,27,Same length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,PA,2019,6,Female,11.0,Right-Handed,148,20,145,1.0,Bus,20,0.415,50,Running/Jogging,1000.0,1000.0,300.0,300.0,700.0,1000.0,20,,80,66,Index finger,August,Summer,No,No,Fruit,Water,Computers and technology,9,8,5.0,Yes - broadband connection,Text messaging,20,55,0,0.0,1.0,2,1,0,2.0,1.0,2.0,1.0,0,0.0,Very little,Undergraduate degree,Pop,Invisibility,Happy,Relative,"Wildlife, animals"
USA,PA,2017,12,Female,17.0,Right-Handed,153,20,160,2.0,Car,10,.346,42,Dancing,700.0,600.0,650.0,750.0,500.0,500.0,21,Left foot,70,70,Same length,June,Fall,No,No,Soups,Water,Science,6.5,8,5.0,Yes - broadband connection,In person,250,300,56,2.0,17.0,2,5,0,5.0,10.0,5.0,9.0,0,0.0,A lot,Graduate degree,Pop,Freeze time,Happy,Teacher,Education/Youth development
USA,PA,2013,4,Female,10.0,Right-Handed,140,22.5,138,2.0,Car,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,PA,2019,12,Female,18.0,Right-Handed,61.5,20.5,59.2,1.0,Car,10,0.853,57,Dancing,100.0,100.0,10.0,0.0,1000.0,10.0,22,Right foot,75,60,Index finger,May,Spring,No,No,Pizza/Pasta,Water,Mathematics and statistics,5,9,5.0,Yes - broadband connection,Cell phone,39,46,5,5.0,4.0,4,0,0,6.0,10.0,15.0,6.0,0,1.0,Some,Some college,Pop,Freeze time,Happy,Actor,"Wildlife, animals"
USA,PA,2012,11,Female,17.0,Right-Handed,160,23,168,2.0,Car,10,0.328,37,None,380.0,380.0,380.0,380.0,420.0,420.0,23,Same length,80,75,Index finger,January,Fall,Yes,No,Fruit,Water,Art,6,12,4.0,Yes - broadband connection,Text messaging,150,150,40,5.0,0.0,3,0,3,20.0,80.0,80.0,5.0,0,10.0,Some,Undergraduate degree,Pop,Telepathy,Rich,Other,"Wildlife, animals"
USA,PA,2016,11,Female,16.0,Right-Handed,160,22.5,160,1.0,Bus,8,.41,42,Martial Arts,610.0,278.0,364.0,631.0,561.0,706.0,22,Right foot,60,67,Ring finger,July,Winter,No,No,Pizza/Pasta,Juice,Science,7,9.5,4.0,Yes - other,Text messaging,120,160,10,0.25,15.0,10,4,0,20.0,5.0,3.0,10.0,5,1.0,A lot,Graduate degree,Country,Telepathy,Healthy,Relative,"Wildlife, animals"
USA,PA,2016,6,Male,12.0,Right-Handed,157,91,150,2.0,Bus,15 ,0.612,46,Baseball/Softball,193.0,882.0,374.0,1000.0,59.0,1000.0,98,Left foot,7,5,Index finger,March,Winter,No,No,Other,Other,Physical education,10,12,4.0,Yes - other,Text messaging,0,0,1,1.0,3.0,3,5,2,0.0,1.0,0.0,2.0,3,0.0,Some,Some college,Other,Invisibility,Happy,Relative,"Wildlife, animals"
USA,PA,2018,12,Female,17.0,Right-Handed,159,24,161,2.0,Car,10,.399,42,Hockey (Field),545.0,305.0,543.0,456.0,960.0,960.0,24,Same length,65,62,Index finger,May,Fall,No,No,Poultry,Water,Science,6.5,8,4.0,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",100,200,10,2.0,6.0,4,10,1,15.0,5.0,15.0,9.0,19,8.0,A lot,Graduate degree,Pop,Telepathy,Happy,Religious figure,Health
USA,PA,2019,6,Male,11.0,Left-Handed,165,24,168,1.0,Bus,15,0.472,48,Other,21.0,529.0,807.0,310.0,1000.0,1000.0,25,Left foot,70,65,Index finger,April,Summer,Yes,,Other,Coffee,Other,9,12,4.0,Yes - broadband connection,In person,0,0,3,1.0,4.0,2,6,1,0.0,0.0,3.0,1.0,2,3.0,Some,High school,Country,Freeze time,Rich,Relative,Other
USA,PA,2014,4,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,PA,2013,12,Female,18.0,Right-Handed,161,22.7,165,1.0,Car,30,0.309,45,Dancing,1000.0,1000.0,1000.0,100.0,1000.0,1000.0,22.8,Left foot,66,70,Ring finger,October,Summer,Yes,No,Breads/Sandwiches,Water,Social studies,8,9,4.0,Yes - broadband connection,In person,30,300,70,1.0,35.0,20,50,1,7.0,15.0,20.0,3.0,5,2.0,A lot,Graduate degree,Rap/Hip hop,Telepathy,Happy,Religious figure,Environment
USA,PA,2015,12,Female,17.0,Right-Handed,160,17.78,162.5,2.0,Bus,11,.531,44,Running/Jogging,70.0,80.0,55.0,65.0,50.0,40.0,17.54,Right foot,79,80,Ring finger,February,Winter,Yes,Yes,Fruit,Water,Mathematics and statistics,5.5,7,4.0,Yes - broadband connection,Cell phone,50,60,5,7.0,20.0,5,6,0,14.0,6.0,10.0,3.5,5,3.0,A lot,Graduate degree,Gospel,Telepathy,Healthy,Religious figure,International aid
USA,PA,2012,5,Female,11.0,Right-Handed,141,21.5,136,1.0,Car,5,0.562,38,Tennis,10000.0,10000.0,10000.0,10000.0,642.0,326.0,20,Right foot,65,55,Index finger,May,Summer,Yes,No,Fruit,Sports drink,Physical education,9,7,6.0,Yes - dial-up connection,,90,90,8,5.0,7.0,8,4,6,7.0,10.0,8.0,7.0,0,2.0,Some,Graduate degree,Pop,Super strength,,Relative,"Wildlife, animals"
USA,PA,2014,11,Male,17.0,Right-Handed,179,28,188,1.0,Car,11,.387,57,Athletics,700.0,800.0,900.0,400.0,650.0,900.0,27.75,Right foot,96,96,Same length,November,Winter,No,No,Meat,Water,Physical education,8,10,5.0,Yes - broadband connection,In person,75,75,10,1.0,8.0,4,12,3,7.0,11.0,7.0,11.0,2,2.0,Some,Graduate degree,Rap/Hip hop,Freeze time,Happy,Coach or club leader,Other
USA,PA,2014,12,Female,18.0,Right-Handed,155.4,21,149,1.0,Car,5,.33,44,Soccer,500.0,500.0,500.0,500.0,1000.0,1000.0,21,Same length,67,80,Ring finger,March,Summer,Yes,No,Pizza/Pasta,,,7,10,5.0,Yes - other,Text messaging,150,150,15,3.0,3.0,5,12,0,60.0,55.0,10.0,10.0,0,0.0,Some,Graduate degree,Pop,Invisibility,Rich,Relative,Health
USA,PA,2016,10,Male,16.0,Right-Handed,183.5,27,180.5,1.0,Bus,30,.302,40,Other,83.0,500.0,1000.0,1000.0,0.0,0.0, 27,Same length,9,8,Index finger,October,Fall,Yes,No,Meat,Tea,Physical education,6,10,6.0,Yes - other,Other,185,190,100,25.0,2.0,2,150,115,168.0,168.0,168.0,150.0,10,168.0,A lot,High school,Country,Super strength,Happy,Relative,Other
USA,PA,2017,12,Male,17.0,Right-Handed,129,,200,1.0,Walk,20,.357,,Hockey (Ice),900.0,900.0,800.0,700.0,300.0,100.0,,Right foot,,,,December,Winter,No,No,Seafood,Sports drink,Science,7,9,12.0,Yes - broadband connection,In person,2,1,10,1.0,2.0,10,12,1,1.0,1.0,6.0,1.0,15,5.0,Very little,High school,Heavy metal,Freeze time,Happy,Musician or singer,Environment
USA,PA,2023,12,Female,17.0,Right-Handed,160.0,23.5,162,1.0,Car,8,0.305,43,Dancing,1000.0,925.0,1000.0,675.0,500.0,500.0,23.5,Same length,72.5,72.5,Same length,April,Fall,Yes,No,Seafood,Water,Other,5,8,4.0,Yes - broadband connection,Text messaging,25,25,0,21.0,10.0,4,10,0,36.0,4.0,48.0,10.0,0,4.0,A lot,Graduate degree,Pop,Freeze time,Happy,Relative,Health
USA,PA,2017,12,Male,18.0,Right-Handed,172,26,173,2.0,Car,10,0.414,37,Basketball,500.0,500.0,1000.0,800.0,1000.0,1000.0,26,Same length,100,80,Index finger,September,Fall,No,No,No favorite,Water,Computers and technology,8,7,,,,,,,,,,,,,,,,,,,,,,,,
USA,PA,2022,12,Female,17.0,Right-Handed,5'3,24,153,1.0,Car,15,0.655,51 ,Basketball,48.0,481.0,75.0,91.0,775.0,1000.0,52,Right foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,PA,2017,12,Male,17.0,Right-Handed,179,25,180,1.0,Car,7,.3355,31,Soccer,524.0,947.0,636.0,631.0,968.0,1000.0,26,Left foot,99,106,Ring finger,January,Winter,No,No,Meat,Milk,Computers and technology,8,6,4.0,Yes - broadband connection,In person,55,65,10,5.0,15.0,10,20,5,6.0,5.0,10.0,17.0,,,,,,,,,
USA,PA,2018,12,Male,17.0,Right-Handed,196,`31,201,1.0,Car,3,.383,42,Other,2.0,5.0,3.0,9.0,1000.0,1000.0,31,Same length,92,96,Ring finger,December,Fall,Yes,No,Meat,Milk,Mathematics and statistics,8,10,3.0,Yes - broadband connection,Text messaging,10,10,8,2.0,3.0,8,12,8,8.0,2.0,8.0,4.0,0,3.0,Very little,Graduate degree,Rock and roll,Telepathy,Rich,Relative,"Wildlife, animals"
USA,PA,2019,9,Female,14.0,Left-Handed,150,20,140,1.0,Car,20,0.627,27,Dancing,1000.0,765.0,765.0,765.0,96.0,348.0,22,Left foot,70,60,Index finger,June,Summer,Yes,No,No favorite,Water,English,6 1/2,8,4.0,Yes - broadband connection,In person,15,35,60 ,1.0,14.0,1,18,0,5.0,3.0,8.0,5.0,0,0.0,Some,Graduate degree,Other,Telepathy,Happy,Other,Environment
USA,PA,2019,12,Male,17.0,Left-Handed,170.5,25,179,1.0,Walk,15,.464,52,Lacrosse,1000.0,,,1000.0,700.0,701.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,PA,2020,12,Female,17.0,Right-Handed,166.3,25.4,168cm,2.0,Car,5,0.513,36,Dancing,80.0,70.0,100.0,100.0,20.0,100.0,25.4,Left foot,120,18.1,Ring finger,November,Fall,No,No,Desserts,Water,Mathematics and statistics,4 ,2 ,5.0,Yes - other,Text messaging,20 ,20 ,16,48.0,3.0,8 ,0,0,80.0,42.0,47.0,32.0,36,18.0,A lot,Graduate degree,Rap/Hip hop,Telepathy,Happy,Relative,International aid
USA,PA,2017,12,Female,16.0,Right-Handed,169,24,168,1.0,Car,6 ,.341,48,None,1000.0,989.0,1000.0,246.0,246.0,444.0,25,Left foot,9,8.5,Index finger,September,Fall,No,Yes,Other,Water,History,7,10,5.0,Yes - broadband connection,Text messaging,30,45,5,1.0,20.0,6,0,0,15.0,14.0,35.0,2.0,25,2.0,Some,Graduate degree,Rap/Hip hop,Fly,Healthy,Relative,"Wildlife, animals"
USA,PA,2015,12,Male,18.0,Right-Handed,165,25.7,172.2,1.0,Car,15,.538,34,Walking/Hiking,695.0,658.0,711.0,802.0,225.0,123.0,26,Left foot,104,110,Ring finger,August,Summer,No,No,Meat,Juice,Science,8,10,4.0,Yes - broadband connection,In person,30,50,13,5.0,3.0,10,8,1,1.0,2.0,1.0,0.0,0,4.0,Some,Graduate degree,Reggae,Freeze time,Healthy,Musician or singer,Environment
USA,PA,2020,6,Female,12.0,Right-Handed,150,23,150,1.0,Bus,33,.753,49,Dancing,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,23,Same length,73,76,Ring finger,November,Summer,Yes,No,Desserts,Water,English,9,11.5,4.0,Yes - broadband connection,In person,5,188,250,1.0,1.5,24,11.5,3.5,1.0,1.0,10.0,2.0,0,2.0,Some,Graduate degree,Country,Freeze time,Happy,Other,Health
USA,PA,2017,6,Male,11.0,Ambidextrous,149,20,151,1.0,Bus,18,0.393,43,Lacrosse,813.0,503.0,1000.0,898.0,652.0,1000.0,22,Left foot,76,79,Ring finger,June,Summer,No,No,No favorite,Sports drink,Mathematics and statistics,8,8,4.0,Yes - broadband connection,,2,2,73,0.01,50.0,75,,,,,,,,,,,,,,,
USA,PA,2017,12,Female,17.0,Right-Handed,159,20,166,1.0,Car,5,0.455,58,Gymnastics,861.0,556.0,745.0,700.0,433.0,235.0,22,Left foot,8,8,Same length,May,Fall,Yes,No,Pizza/Pasta,Water,Science,7,10,5.0,Yes - broadband connection,Text messaging,20,20,10,9.0,5.0,6,6,2,15.0,10.0,30.0,5.0,5,1.0,A lot,Graduate degree,Pop,Invisibility,Happy,Relative,Education/Youth development
