Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,PA,2019,9,Male,14.0,Left-Handed,170 ,22,171,1.0,Bus,21,0.26,39,None,952.0,679.0,674.0,176.0,112.0,947.0,19,Right foot,80,75,Index finger,March,Spring,No,No,No favorite,Milk,English,7,11,5.0,Yes - broadband connection,Internet chat or instant messaging,5,26,12,15.0,3.0,2,10,1,13.0,8.0,12.0,20.0,0,1.0,A lot,Graduate degree,Rap/Hip hop,Super strength,Happy,Sports person,Environment
USA,PA,2018,12,Female,16.0,Right-Handed,169,24.5,171,2.0,Bus,12,0.34,37,Martial Arts,1000.0,900.0,400.0,550.0,200.0,500.0,24,Right foot,95,103,Ring finger,December,Fall,Yes,Yes,Soups,Water,History,6,10,4.0,Yes - broadband connection,Text messaging,15,10,5,0.5,6.0,5,0,0,5.0,3.0,10.0,5.0,0,2.0,A lot,Some college,Punk rock,Telepathy,Happy,Musician or singer,Environment
USA,PA,2015,12,Female,17.0,Right-Handed,172,23,168,1.0,Car,12,0.476,35,Tennis,600.0,850.0,500.0,500.0,1000.0,1000.0,23,Same length,70,72,Ring finger,July,Winter,No,No,Desserts,Milk,Mathematics and statistics,7.5,9,5.0,Yes - broadband connection,Text messaging,100,100,6,0.5,3.0,1,4,0,2.0,8.0,8.0,15.0,2,3.0,Some,Undergraduate degree,Other,Fly,Happy,Relative,"Wildlife, animals"
USA,PA,2019,4,Male,9.0,Right-Handed,142,22,133,1.0,Bus,23,0.725,59,Cycling,502.0,672.0,984.0,720.0,187.0,1000.0,22,Same length,60,57,Index finger,June,Summer,Yes,No,Pizza/Pasta,Water,English,10,5,2.0,Yes - other,In person,0,0,16,0.0,4.0,37,10,5,0.0,0.0,25.0,30.0,0,4.0,Very little,Graduate degree,Jazz,Invisibility,Healthy,Community leader or elder,Other
USA,PA,2016,12,Female,17.0,Right-Handed,167,20.32,120,1.0,Car,4,.583,60,Dancing,1000.0,800.0,600.0,700.0,100.0,500.0,20,Right foot,76.2,58,Index finger,April,Fall,Yes,No,Meat,Juice,Art,9,7,3.0,Yes - dial-up connection,Text messaging,50,65,10,2.0,1.0,7,5,0,6.0,9.0,12.0,8.0,15,3.0,A lot,Undergraduate degree,Pop,Telepathy,Happy,Relative,Health
USA,PA,2015,6,Female,11.0,Right-Handed,154,23,151,1.0,Bus,22,0.778,63,Baseball/Softball,1000.0,1000.0,1000.0,1000.0,600.0,900.0,23,Same length,70,75,Ring finger,May,Spring,No,No,Pizza/Pasta,Water,Other,9,9,5.0,Yes - broadband connection,Text messaging,9,11,18,1.0,2.0,7,11,5,0.0,1.0,1.0,4.0,1,1.0,Some,Graduate degree,Pop,Telepathy,Happy,Sports person,Health
USA,PA,2011,12,Male,17.0,Right-Handed,175,25,181,1.0,Car,9,.219,30,Baseball/Softball,802.0,615.0,679.0,,86.0,102.0,26,Left foot,95,98,Ring finger,April,Summer,No,No,Pizza/Pasta,Milk,Mathematics and statistics,5.5,9.5,3.0,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",9,9,10,,,,,,,,,,,,,,,,,,
USA,PA,2014,12,Male,17.0,Right-Handed,182,27,184,1.0,Car,6,.326,62,Soccer,200.0,450.0,350.0,500.0,800.0,1000.0,26,Right foot,102,103,Ring finger,June,Fall,No,No,Desserts,Water,History,7,10,5.0,Yes - broadband connection,Text messaging,60,60,7,0.0,10.0,5,12.5,2,10.0,40.0,15.0,7.0,0,2.0,Some,Graduate degree,Punk rock,Invisibility,Happy,Relative,International aid
USA,PA,2016,12,Female,17.0,Left-Handed,60,23,41,1.0,Car,10,.75,43,Baseball/Softball,1000.0,1000.0,1000.0,1000.0,500.0,500.0,23,Same length,60,70,Ring finger,May,Winter,No,No,Seafood,Water,Science,7,5,4.0,Yes - broadband connection,Text messaging,20,35,5,0.0,15.0,5,7,0,5.0,3.0,4.0,3.0,0,1.0,Some,Undergraduate degree,Punk rock,Telepathy,Happy,Musician or singer,Environment
USA,PA,2017,12,Male,17.0,Left-Handed,181.6,26.67,186.7,1.0,Car,2,.733,42,Soccer,900.0,800.0,750.0,600.0,900.0,1000.0,26.67,,82,81,Ring finger,October,Summer,No,No,Seafood,Water,Science,6,8,4.0,Yes - broadband connection,,50,100,10,2.0,25.0,10,30,5,10.0,5.0,10.0,3.0,0,1.0,Some,Undergraduate degree,Rap/Hip hop,Fly,Rich,Sports person,Environment
USA,PA,2013,12,Female,17.0,Right-Handed,174,26,153,2.0,Car,20,.447,37,Baseball/Softball,900.0,900.0,500.0,750.0,300.0,400.0,24,Right foot,64,67,Ring finger,July,Fall,Yes,No,Salads,Water,Music,6,9,3.0,Yes - broadband connection,Text messaging,450,500,15,3.0,5.0,10,2,0,3.0,10.0,5.0,10.0,30,10.0,Some,Graduate degree,Country,Freeze time,Healthy,Musician or singer,Education/Youth development
USA,PA,2019,12,Female,17.0,Ambidextrous,160,23.5,163.5,2.0,Car,5,.11,1.7,Other,500.0,600.0,600.0,700.0,700.0,700.0,23.5,Same length,60,60,Same length,April,Fall,Yes,No,Fruit,Water,Mathematics and statistics,5,3-5,5.0,Yes - broadband connection,Text messaging,100,120,10,20.0,2.0,5,30,0,10.0,3.0,7.0,2.0,10,3.0,Some,Graduate degree,Country,Telepathy,Happy,Friend,Health
USA,PA,2015,11,Male,16.0,Right-Handed,68,23,120,1.0,Car,10,0.287,40,Soccer,300.0,300.0,738.0,781.0,540.0,765.0,23,Same length,33,35,Same length,May,Spring,No,No,Pizza/Pasta,Water,Mathematics and statistics,8,7,6.0,Yes - broadband connection,Text messaging,10,10,5,0.0,5.0,2,0,3,0.0,1.0,2.0,8.0,20,1.0,A lot,Graduate degree,Pop,Freeze time,Happy,Relative,Religious
USA,PA,2019,4,Female,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,PA,2023,12,Female,16.0,Right-Handed,160,20,157,2.0,Car,5,0.434,33,Cycling,834.0,567.0,449.0,449.0,497.0,706.0,21,Left foot,98,103,Ring finger,November,Summer,No,No,Rice/Noodle dishes,Water,Science,7,9,4.0,Yes - broadband connection,Text messaging,30,100,2,7.0,7.0,1,5,6,1.0,5.0,40.0,0.0,0,4.0,Some,Undergraduate degree,Pop,Freeze time,Healthy,Relative,Environment
USA,PA,2018,6,Female,11.0,Right-Handed,145,21.5,142,1.0,Bus,15,0.456,42,Gymnastics,2.0,0.0,0.0,0.0,0.0,100.0,21.1,Right foot,62,60,Index finger,August,Spring,No,No,Seafood,Water,Art,9,13,5.0,Yes - other,In person,10,10,92,1.0,4.0,3,8,0,7.0,4.0,70.0,1.0,0,1.0,Very little,Graduate degree,Rap/Hip hop,Telepathy,Rich,Relative,International aid
USA,PA,2013,12,Male,18.0,Right-Handed,80,28,84,2.0,Car,10,.297,33,Basketball,1000.0,390.0,385.0,385.0,620.0,380.0,28,Same length,80,80,Ring finger,January,Summer,Yes,No,Breads/Sandwiches,Water,Other,7,5,3.0,Yes - broadband connection,Text messaging,30,30,14,2.0,2.0,8,8,1,5.0,4.0,5.0,7.0,8,2.0,Some,Some college,Rap/Hip hop,Fly,Happy,Relative,Environment
USA,PA,2016,12,Female,18.0,Right-Handed,150,21,,1.0,Walk,2,.768,41,Swimming,1000.0,1000.0,1000.0,1000.0,700.0,600.0,23,Left foot,61,70,Ring finger,September,Fall,No,No,Pizza/Pasta,Water,English,7,9,5.0,Yes - broadband connection,In person,0,0,3,0.0,5.0,14,7,14,7.0,0.0,21.0,0.0,10,7.0,Some,Graduate degree,Pop,Invisibility,Happy,Actor,"Wildlife, animals"
USA,PA,2014,12,Male,17.0,Right-Handed,185,31,183,1.0,Bus,30,.392,35,Soccer,800.0,800.0,600.0,700.0,1000.0,1000.0,32,Left foot,85,90,Ring finger,July,Spring,No,No,No favorite,Water,Mathematics and statistics,5,10,5.0,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",30,30,10,1.0,15.0,5,5,1,4.0,4.0,25.0,18.0,0,3.0,A lot,Graduate degree,Techno/Electronic,Fly,Rich,Business person,Health
USA,PA,2012,12,Female,17.0,Right-Handed,74,24.5,73,1.0,Car,20,.468,45,Dancing,781.0,455.0,824.0,561.0,695.0,861.0,245,Same length,85,90,Ring finger,July,Summer,Yes,No,Seafood,Soft drink (caffeinated),Art,8,8,6.0,Yes - broadband connection,Cell phone,50,45,50,1.0,1.0,4,2,0,2.0,3.0,5.0,6.0,14,5.0,Very little,Graduate degree,Punk rock,Telepathy,Happy,Musician or singer,Health
USA,PA,2016,11,Female,18.0,Right-Handed,156.8,21,145,1.0,Car,10,.342,43,Walking/Hiking,900.0,800.0,800.0,900.0,700.0,850.0,20,Right foot,70,65,Index finger,March,Fall,Yes,Yes,Other,Coffee,Social studies,6.5,8,4.0,Yes - other,Cell phone,100,100,7,2.0,14.0,8,4,0,10.0,10.0,10.0,12.0,12,4.0,Very little,Graduate degree,Other,Freeze time,Happy,Relative,"Wildlife, animals"
USA,PA,2018,12,Female,17.0,Right-Handed,168.9,22.4,161,2.0,Car,10,.517,41,Walking/Hiking,1000.0,941.0,781.0,775.0,750.0,750.0,22,Right foot,96,96,Same length,February,Spring,Yes,Yes,Pizza/Pasta,Water,English,5,7,3.0,Yes - broadband connection,In person,30,200,6,0.0,12.0,5,1,0,20.0,2.0,30.0,0.0,15,2.0,A lot,Graduate degree,Rock and roll,Freeze time,Happy,Community leader or elder,Education/Youth development
USA,PA,2021,12,Male,16.0,Right-Handed,170,16,170,1.0,Bus,5,.369,45,Soccer,700.0,300.0,300.0,700.0,700.0,700.0,15,Right foot,48,50,Ring finger,October,Fall,No,No,Meat,Water,Mathematics and statistics,6,7,4.0,Yes - broadband connection,In person,50,50,10,0.0,5.0,10,10,2,10.0,5.0,10.0,5.0,0,2.0,Some,Undergraduate degree,Rap/Hip hop,Fly,Happy,Relative,Environment
USA,PA,2018,12,Male,16.0,Right-Handed,176,27,173,2.0,Bus,10,0.136,30,Cycling,846.0,792.0,438.0,480.0,1000.0,1000.0,24,Right foot,97,105,Ring finger,March,Fall,No,No,Rice/Noodle dishes,Water,Music,4,10,4.0,Yes - broadband connection,Internet chat or instant messaging,200,3000,5,38.0,30.0,0.5,2,15,5.25,30.0,80.0,0.0,0,1.0,A lot,Graduate degree,Classical,Freeze time,Happy,Friend,"Arts, culture, sports"
USA,PA,2023,12,Male,17.0,Right-Handed,178,28,180,1.0,Car,50,0.387,39,Cycling,615.0,909.0,914.0,797.0,1000.0,1000.0,27,Right foot,92,80,Index finger,October,Fall,No,No,Desserts,Water,Science,7,7,3.0,Yes - broadband connection,In person,6,5,5,0.5,3.0,10,1,1,5.0,0.25,35.0,0.25,0,1.0,Some,Graduate degree,Other,Invisibility,Healthy,Relative,Health
USA,PA,2017,6,Male,12.0,Right-Handed,155,24,143,2.0,Bus,10,0.379,50,Soccer,1000.0,1000.0,790.0,789.0,800.0,675.0,24,Right foot,65,70,Ring finger,November,Summer,Yes,,Meat,Soft drink (caffeinated),Social studies,8,10,4.0,Yes - dial-up connection,In person,0,0,12,0.0,3.0,10,15,20,20.0,0.0,50.0,35.0,0,7.0,A lot,Graduate degree,Rock and roll,Fly,Happy,Sports person,Other
USA,PA,2017,6,Male,12.0,Right-Handed,167,24,174,2.0,Bus,17,0.346,46,Basketball,500.0,780.0,800.0,1000.0,200.0,-1000.0,25,Left foot,80,90,Ring finger,September,Fall,Yes,No,Meat,Powdered drink,Mathematics and statistics,8,13,4.0,Yes - dial-up connection,In person,0,0,3,0.0,0.3,6,10,.05,0.0,0.0,0.9,0.5,0,0.25,Very little,Graduate degree,,Freeze time,Happy,Jesus,Health
USA,PA,2011,12,Male,17.0,Right-Handed,169.4,24.2,174.3,2.0,Car,12,.281,29,Other,400.0,600.0,400.0,,600.0,600.0,24.1,Right foot,101,110,Ring finger,July,Fall,Yes,No,Seafood,Water,Social studies,8,8,4.0,Yes - broadband connection,Text messaging,60,50,5,2.0,10.0,7,2,7,2.0,7.0,10.0,4.0,8,1.0,Some,Undergraduate degree,Rap/Hip hop,Fly,Happy,Religious figure,Religious
USA,PA,2018,6,Male,11.0,Right-Handed,151,22,147,1.0,Car,10,0.594,68,Soccer,600.0,700.0,800.0,900.0,150.0,100.0,21,Right foot,75,70,Index finger,April,Spring,Yes,No,No favorite,Water,English,8.5,10,4.0,Yes - other,In person,0,0,7,0.5,3.0,10,10,14,2.0,0.1,4.0,3.0,0,2.0,Some,Some college,Rock and roll,Invisibility,Happy,Coach or club leader,"Arts, culture, sports"
USA,PA,2010,11,Female,15.0,Right-Handed,170,22,150,1.0,Bus,15,.469,40,Dancing,1000.0,1000.0,1000.0,,100.0,100.0,21,Right foot,6,6,Same length,June,Summer,No,No,Pizza/Pasta,Water,Science,7,9,4.0,Yes - broadband connection,Text messaging,75,80,9,10.0,6.0,4,15,0,5.0,15.0,10.0,3.0,0,1.0,Some,Graduate degree,Pop,Invisibility,Happy,Relative,Health
USA,PA,2017,12,Female,17.0,Left-Handed,165.1,23.5,165,2.0,Walk,12,.342,34,Walking/Hiking,902.0,804.0,767.0,796.0,209.0,394.0,23.5,Same length,76.2,81.28,Ring finger,February,Fall,Yes,Yes,Fruit,Coffee,History,6,10,25.0,Yes - other,Text messaging,50,50,8,0.5,16.0,0,3,2,12.0,10.0,13.0,3.0,28,4.0,A lot,Graduate degree,Rhythm and blues (R&B),Invisibility,Happy,Teacher,Environment
USA,PA,2011,6,Female,12.0,Ambidextrous,180,17,150,2.0,Bus,10,4,10,Football (American),0.0,0.0,0.0,,1000.0,1000.0,16,Right foot,50,60,Same length,March,Winter,Yes,No,Pizza/Pasta,Soft drink (caffeinated),Physical education,5,12,4.0,Yes - broadband connection,Text messaging,440,660,8,7.0,1.0,0,6,6,9.0,24.0,9.0,9.0,0,2.0,Some,Graduate degree,Rap/Hip hop,Freeze time,Famous,Actor,International aid
USA,PA,2016,11,Female,17.0,Right-Handed,158,22,154,1.0,Car,15,.408,57,Running/Jogging,1000.0,1000.0,1000.0,1000.0,187.0,422.0,22,Same length,6.3,6.2,Index finger,February,Spring,Yes,No,Fruit,Water,Science,6,10,4.0,Yes - broadband connection,Text messaging,200,300,20,1.0,35.0,15,14,0,8.0,18.0,7.0,3.0,8,1.0,A lot,Graduate degree,Other,Telepathy,Happy,Coach or club leader,Health
USA,PA,2017,6,Male,11.0,Right-Handed,150,23,146,1.0,Bus,20,.287,55,Swimming,987.0,876.0,809.0,977.0,400.0,600.0,23,Same length,8.6,8.4,Index finger,June,Summer,No,No,Desserts,Water,Other,7,7,5.0,Yes - dial-up connection,Internet chat or instant messaging,5,0,11,0.0,4.0,3,11,2,2.0,2.0,2.0,2.0,2,2.0,Some,Other,Punk rock,Invisibility,Happy,Other,Religious
USA,PA,2016,12,Male,18.0,Right-Handed,,,,1.0,Car,,,,Swimming,,,,,,,,Same length,,,Ring finger,March,Spring,No,No,Breads/Sandwiches,Tea,Music,6,7,3.0,Yes - other,,25,76,12,1.0,1.0,9,8,1,5.0,12.0,10.0,10.0,0,3.0,A lot,Graduate degree,Classical,Invisibility,Happy,Musician or singer,"Arts, culture, sports"
USA,PA,2015,12,Male,16.0,Right-Handed,181,28,173,1.0,Bus,8,.319,29,Baseball/Softball,500.0,500.0,500.0,600.0,,,28,Left foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,PA,2017,12,Female,17.0,Right-Handed,158,23,168,1.0,Bus,15,.144,57,Swimming,829.0,348.0,551.0,834.0,417.0,406.0,24,Left foot,80,73,Index finger,July,Spring,Yes,No,Meat,Water,Other,7.5,10.5,9.0,Yes - other,"Myspace, Facebook, other social networking sites, or blog",100,243,2,0.0,3.0,1,5,0,4.0,2.0,0.0,1.0,7,4.0,None,Graduate degree,Other,Freeze time,Happy,Other,International aid
USA,PA,2019,6,Male,12.0,Right-Handed,146,22,148,1.0,Bus,20 ,.278,36,Swimming,294.0,91.0,11.0,5.0,11.0,1000.0,23,Left foot,90,55,Index finger,January,Winter,No,No,No favorite,Water,,7.5,10,7.0,Yes - broadband connection,In person,0, 0,.5,0.0,0.5,5,2,6,0.0,0.0,2.0,2.0,0,2.0,Very little,Graduate degree,Jazz,Telepathy,Rich,,Education/Youth development
USA,PA,2017,12,Female,18.0,Right-Handed,148,20,146,1.0,Car,10,.539,51,Other,1000.0,1000.0,1000.0,1000.0,999.0,1000.0,20,Same length,70,60,Ring finger,January,Summer,No,No,Pizza/Pasta,Water,Mathematics and statistics,8,6,4.0,Yes - other,Text messaging,200,200,6,5.0,0.0,12,6,0,168.0,168.0,100.0,20.0,0,10.0,Very little,Graduate degree,Rap/Hip hop,Telepathy,Rich,Relative,"Wildlife, animals"
USA,PA,2018,12,Female,17.0,Right-Handed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,35,10,8.0,4.0,9,2,2,10.0,12.0,12.0,5.0,15,6.0,Some,Graduate degree,Rap/Hip hop,Freeze time,Happy,Relative,Health
USA,PA,2019,4,Male,9.0,Right-Handed,103,22,125,1.0,Bus,30,0.719,0.923,Soccer,10.0,8.0,6.0,9.0,7.0,5.0,21,Same length,60,70,Same length,June,Summer,Yes,No,No favorite,Tea,Social studies,9,11,4.0,Yes - broadband connection,In person,0,0,24,1.0,5.0,30,3,24,0.0,0.0,26.0,2.0,0,5.0,Some,Some college,Other,Fly,Happy,Other,"Wildlife, animals"
USA,PA,2013,12,Male,17.0,Right-Handed,203,11,180,1.0,Bus,15,.38,20,None,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,PA,2012,12,Female,17.0,Right-Handed,166,24,173,1.0,Car,8,0.584,200,Other,738.0,727.0,193.0,107.0,876.0,882.0,24,Left foot,91,95,Ring finger,October,Summer,No,No,Seafood,Water,Art,7,8,2.0,Yes - broadband connection,Text messaging,1000,1000,10,6.0,15.0,1,8,0,5.0,84.0,21.0,7.0,0,2.0,Some,Undergraduate degree,Pop,Freeze time,Happy,Friend,Environment
USA,PA,2010,12,Male,17.0,Right-Handed,179,28,187,2.0,Bus,35,.281,29,Basketball,210.0,164.0,458.0,,651.0,584.0,28,Left foot,110,115,Ring finger,July,Summer,Yes,No,Pizza/Pasta,Water,Mathematics and statistics,8,9,4.0,Yes - dial-up connection,Text messaging,100,120,50,5.0,12.0,15,20,4,8.0,4.0,20.0,12.0,3,10.0,Very little,Graduate degree,Rap/Hip hop,Fly,Famous,Sports person,International aid
USA,PA,2013,12,Male,16.0,Right-Handed,170,28,170,2.0,Car,12,.085,40,Martial Arts,500.0,500.0,500.0,500.0,800.0,800.0,28,Same length,76,89,,January,Winter,Yes,No,Meat,Water,Other,6,10,4.0,Yes - broadband connection,In person,237,296,4,1.0,3.0,1,20,1,2.0,6.0,3.0,2.0,5,5.0,Very little,Other,Other,Freeze time,Happy,Other,Health
USA,PA,2016,12,Female,17.0,Right-Handed,154,20,138,1.0,Car,5,.288,43,Other,30.0,100.0,10.0,0.0,0.0,1000.0,20,Same length,80,70,Index finger,October,Fall,No,No,No favorite,Juice,Science,8,12,4.0,Yes - other,Text messaging,88,80,25,2.0,0.0,0,0,0,24.0,30.0,0.0,9.0,20,0.0,A lot,Graduate degree,Rap/Hip hop,Telepathy,Happy,Relative,"Wildlife, animals"
USA,PA,2013,12,Female,17.0,Right-Handed,153,21,146,1.0,Car,10,0.446,56,Running/Jogging,500.0,500.0,500.0,500.0,1000.0,1000.0,20,Right foot,69,61,Index finger,May,Summer,No,Yes,Desserts,Water,English,8,9,4.0,Yes - broadband connection,Text messaging,50,50,4,1.0,10.0,3,7,0,3.0,3.0,5.0,10.0,4,1.0,A lot,Graduate degree,Rock and roll,Telepathy,Happy,Community leader or elder,Education/Youth development
USA,PA,2021,11,Female,16.0,Right-Handed,168,23,160,1.0,Car,15,.39,35,Baseball/Softball,1000.0,900.0,860.0,840.0,300.0,300.0,23,Same length,75,75,Same length,April,Spring,Yes,No,Meat,Tea,Mathematics and statistics,7,10,6.0,Yes - other,In person,80,72,25,21.0,3.0,8,15,0,20.0,20.0,42.0,5.0,0,0.0,Some,Graduate degree,Pop,Telepathy,Rich,Relative,Health
USA,PA,2015,12,Male,17.0,Right-Handed,180.3,28,178,2.0,Car,7,.43,36,Soccer,500.0,500.0,500.0,500.0,500.0,500.0,28,Same length,32,35,Ring finger,November,Fall,Yes,No,Pizza/Pasta,Tea,Mathematics and statistics,8,9,5.0,Yes - broadband connection,Text messaging,20,20,10,1.0,15.0,15,15,7,5.0,5.0,5.0,15.0,0,1.0,Some,Graduate degree,Rap/Hip hop,Invisibility,Happy,Sports person,Religious
USA,PA,2018,12,Male,18.0,Right-Handed,178,29,180,1.0,Car,12,0.84,45,Football (American),,,,,,,28,Right foot,80,70,Index finger,November,Summer,No,No,Meat,Sports drink,History,8,7,3.0,Yes - broadband connection,Text messaging,150,200,20,5.0,10.0,18,4,1,5.0,13.0,8.0,15.0,0,13.0,Some,Graduate degree,Country,Fly,Rich,Sports person,Health
USA,PA,2012,12,Female,18.0,Right-Handed,161,24,158,1.0,Car,10,0.421,39,Other,900.0,200.0,300.0,200.0,200.0,300.0,24,Same length,90,88,Index finger,November,Summer,No,No,Rice/Noodle dishes,Water,History,7,9,6.0,Yes - broadband connection,Text messaging,200,200,15,1.0,1.0,2,15,2,0.0,25.0,3.0,3.0,0,1.0,Very little,Graduate degree,Other,Freeze time,Rich,Relative,Health
USA,PA,2010,12,Female,17.0,Right-Handed,159,22,150,1.0,Car,5,.328,42,None,200.0,800.0,500.0,,900.0,1000.0,22,Same length,72,70,Index finger,March,Spring,No,No,Fruit,Water,Mathematics and statistics,6,10,4.0,Yes - broadband connection,Text messaging,300,300,12,2.0,6.0,5,0,0,7.0,30.0,8.0,3.0,8,1.0,A lot,Graduate degree,Pop,Invisibility,Happy,Relative,"Wildlife, animals"
USA,PA,2013,12,Male,17.0,Left-Handed,177,24,184,1.0,Walk,10,41,.2365,Skateboarding/Rollerblading,900.0,500.0,1000.0,1000.0,800.0,900.0,24,Same length,9,9,Same length,March,Winter,No,No,Desserts,Soft drink (caffeinated),Mathematics and statistics,6,11,8.0,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",0,0,105,0.0,0.0,48,0,168,98.0,76.0,98.0,168.0,0,14.0,Very little,Graduate degree,Rap/Hip hop,Freeze time,Rich,Friend,"Wildlife, animals"
USA,PA,2013,12,Male,16.0,Right-Handed,183,27,188,1.0,Car,12,.324,31,Other,588.0,749.0,556.0,754.0,310.0,476.0,27,Same length,7.62,7.62,Same length,October,Fall,Yes,No,Poultry,Sports drink,Music,7,10,4.0,Yes - broadband connection,Text messaging,100,150,4,2.0,6.0,2,3,0,5.0,5.0,5.0,2.0,1,0.0,A lot,Graduate degree,Pop,Super strength,Happy,Relative,"Arts, culture, sports"
USA,PA,2022,11,Male,16.0,Right-Handed,190,28,198,1.0,Bus,20,0.217,62,Other,668.0,594.0,797.0,422.0,369.0,995.0,26,,85,85,Same length,October,Fall,No,No,Poultry,Water,Science,8,8,3.0,Yes - dial-up connection,Cell phone,50,50,30,5.0,1.0,8,15,3,5.0,1.5,60.0,4.0,0,6.0,Very little,Other,Country,Super strength,Rich,Relative,Health
USA,PA,2021,12,Male,17.0,Left-Handed,179,25,179,1.0,Car,17,.313,30,Martial Arts,481.0,203.0,182.0,802.0,225.0,1000.0,24,Right foot,75,80,Ring finger,October,Summer,No,No,Breads/Sandwiches,Soft drink (caffeinated),Science,7,9,5.0,Yes - broadband connection,,17,19,3,0.0,1.0,5,4,23,0.0,1.0,20.0,1.0,18,4.0,Some,Graduate degree,Pop,Super strength,Healthy,Doctor or nurse,Health
USA,PA,2017,11,Female,16.0,Right-Handed,167.5,26 ,182,1.0,Car,15,0.333,42,Lacrosse,500.0,500.0,500.0,500.0,700.0,800.0,26,Same length,70,70,Same length,February,Summer,Yes,No,No favorite,Water,Mathematics and statistics,7,10,2.0,Yes - broadband connection,Internet chat or instant messaging,150,150,50,1.0,10.0,35,15,0,75.0,75.0,30.0,25.0,30,2.0,Some,Graduate degree,Rap/Hip hop,Fly,Healthy,Relative,Education/Youth development
USA,PA,2019,12,Female,17.0,Ambidextrous,162,21,164,1.0,Car,11,.9,7.6,Other,500.0,500.0,700.0,700.0,500.0,1000.0,21,Same length,8,7,Same length,February,Fall,Yes,No,Pizza/Pasta,Water,Mathematics and statistics,5 ,8,3.0,Yes - other,Text messaging,150,200,8,,,,,,,,,,,,,,,,,,
USA,PA,2013,12,Male,17.0,Right-Handed,165.1,24.89,154.9,1.0,Car,10,0.297,33,Athletics,193.0,150.0,198.0,155.0,963.0,973.0,26.65,Left foot,171.5,174,Ring finger,November,Summer,No,No,Pizza/Pasta,Water,Mathematics and statistics,7,9,3.0,Yes - broadband connection,Text messaging,150,150,6,0.0,25.0,2,12,2,1.0,2.0,10.0,10.0,0,1.0,A lot,Graduate degree,Rap/Hip hop,Invisibility,Happy,Relative,"Arts, culture, sports"
USA,PA,2017,12,Male,17.0,Left-Handed,168,26,177.5,1.0,Car,11,.361,66,None,599.0,594.0,604.0,631.0,674.0,679.0,26,Same length,80,80,Same length,May,Fall,No,No,Pizza/Pasta,Water,Music,6,8,3.0,Yes - broadband connection,Text messaging,35,34,17,1.0,1.0,20,1,1,3.0,3.0,20.0,0.0,15,0.0,Some,Undergraduate degree,Rock and roll,Invisibility,Happy,Relative,International aid
USA,PA,2017,11,Male,16.0,Right-Handed,188,26,184.2,1.0,Car,6,.12,44,Baseball/Softball,300.0,400.0,600.0,500.0,800.0,1000.0,26,Same length,102,76,Index finger,July,Summer,Yes,No,Meat,Water,English,7,9,5.0,Yes - broadband connection,Text messaging,50,60,10,1.0,3.0,4,6,20,28.0,12.0,30.0,5.0,0,0.0,Some,Graduate degree,Rap/Hip hop,Freeze time,Rich,Sports person,Health
USA,PA,2012,6,Male,12.0,Right-Handed,160,24,157,1.0,Bus,30,0.094,37,Football (American),1000.0,1000.0,100.0,100.0,20.0,10.0,24,Same length,8.8,8.8,Index finger,November,Summer,No,No,Meat,Soft drink (caffeinated),Physical education,8,3,3.0,Yes - broadband connection,Cell phone,100,95,6,18.0,30.0,4,10,2,1.0,1.0,1.0,3.0,4,1.0,None,Graduate degree,Rap/Hip hop,Fly,Rich,Sports person,Education/Youth development
