Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,CA,2018,"8         ",Female,14,Left-Handed,164,25,160,1,Car,"20 ",0.425,73,Gymnastics,1000,900,500,400,5,300,25,"Same length",75,85,"Ring finger",October,Spring,No,No,"No favorite",Water,Science,8,10,3,"Yes - broadband connection","Text messaging",15,15,4,1,5,4,8,0,6,2,6,9,0,3,Some,"Graduate degree",Pop,Fly,Happy,Relative,Environment
USA,CA,2019,"12        ",Male,17,Right-Handed,180,27,180,2,Car,10,.284,50,Walking/Hiking,1000,900,800,600,600,900,27,"Same length",70,80,"Ring finger",April,Winter,Yes,No,Pizza/Pasta,Water,"Social studies",6,8,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",20,150,40,2,1,5,2,8,20,1,5,3,0,2,"Very little","Undergraduate degree",Country,Invisibility,Happy,"Religious figure",Religious
USA,CA,2016,"12        ",Female,17,Right-Handed,170,24,162.9,1,Car,5,0.375,30,Athletics,588,594,893,658,567,791,24,"Same length",66,66,"Same length",November,Winter,Yes,No,Pizza/Pasta,Juice,Science,6,9,5,"Yes - broadband connection","Text messaging",100,100,20,2,18,6,10,0,6,6,1,15,0,2,"A lot","Graduate degree",Pop,"Freeze time",Happy,"Doctor or nurse","Wildlife, animals"
USA,CA,2013,"12        ",Male,17,Right-Handed,179,28,220,3,Walk,25,0.332,42,"Martial Arts",914,1000,1000,1000,845,500,28,"Same length",47,49,"Ring finger",April,Winter,No,No,"No favorite",Water,Music,7.5,6.5,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",0,0,1,0,5,2,1,2,1,0,4,0,0,2,"A lot","Graduate degree",Other,Telepathy,Happy,"Community leader or elder",Health
USA,CA,2019,"12        ",Female,17,Left-Handed,160.0,20.32,162.6,1,Car,"45 ",1.015,85,Dancing,300,150,200,100,200,250,20.32,"Same length",101.6,95.25,"Same length",February,Fall,No,No,Pizza/Pasta,Water,Art,6,8,2,"Yes - other","In person",52,100,40,5,30,20,10,1,25,10,20,4,2,1,"A lot","Graduate degree",Pop,Invisibility,Happy,Friend,Health
USA,CA,2019,"7         ",Male,12,Right-Handed,164,28,169,1.1,Car,5,.347,36,"Hockey (Ice)",1000,1000,1000,797,674,663,27,"Right foot",78,65,"Index finger",June,Summer,Yes,No,"No favorite",Water,Science,8,10,4,"Yes - dial-up connection","Text messaging",10,4,3,.2,5,4,2,0,2.1,3,3,0,0,3,Some,Other,Other,Invisibility,Famous,"Sports person","Wildlife, animals"
USA,CA,2023,"12        ",Female,16,Right-Handed,152,24.1,150,2,Bus,12,0.594,56,None,1000,1000,1000,1000,50,500,24,"Same length",7,7,"Same length",May,Spring,No,No,Meat,Water,History,7,9,9,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",5,60,80,1,0,2,0,0,80,70,70,20,0,3,"A lot","High school","Rock and roll",Telepathy,Rich,"Musician or singer",Environment
USA,CA,2016,"7         ",Female,12,Right-Handed,165,23,158,2,Car,5,0.56,53,Soccer,722,487,861,807,1000,1000,24,"Left foot",70,80,"Same length",August,Summer,No,No,Pizza/Pasta,Water,"Physical education",7,10,4,"Yes - broadband connection","Text messaging",100,200,15,5,20,5,25,25,25,25,25,25,0,10,Some,"Graduate degree",Pop,"Freeze time",Rich,Actor,"Arts, culture, sports"
USA,CA,2019,"9         ",Female,15,Right-Handed,"5,3",21.5,60,2,Car,5,42,41,Other,1000,1000,1000,999,100,950,21,"Right foot",8,9,"Ring finger",May,Spring,Yes,No,Pizza/Pasta,Juice,Science,6-10,6-12,3,"Yes - other","In person",110,120,15,2,3,4,5,10,13,20,10,9,7,2,Some,"Graduate degree",Other,Fly,Happy,Actor,"Wildlife, animals"
USA,CA,2017,"11        ",Female,16,Right-Handed,149.8,20.8,,2,Bus,"20 ",0.56,56,Dancing,684,439,1000,487,1000,1000,20.8,"Same length",70,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2019,"11        ",Male,16,Right-Handed,165,29,132,2,Car,15,0.326,68,Soccer,100,500,400,400,700,1000,27,"Right foot",8,7,"Index finger",November,Summer,No,No,Pizza/Pasta,Water,History,7,10,4,"Yes - other","Internet chat or instant messaging",0,170,30,.3,56,21,5,200,24,12,800,21,0,0,"A lot","Graduate degree","Rap/Hip hop",Fly,Rich,Relative,Health
USA,CA,2019,"9         ",Female,15,Right-Handed,152,22,78,2,Car,8,0.492,39,Soccer,100,100,100,100,0,100,90,"Same length",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2019,"12        ",Female,17,Right-Handed,173,25,183,1,Car,15,.391,50,Dancing,1000,500,1000,1000,0,500,26,"Left foot",83,90,"Ring finger",June,Summer,No,No,Fruit,Water,Science,7,9,4,"Yes - broadband connection","Text messaging",6,8,2,.25,20,5,20,0,7,1,3,2,7,1,"A lot","Graduate degree",Pop,"Freeze time",Happy,Teacher,"Arts, culture, sports"
USA,CA,2022,"7         ",Male,12,Right-Handed,137,23,138,1,Car,7,0.106,60,Soccer,900,900,800,700,300,700,23.5,"Left foot",62,69,"Ring finger",May,Spring,No,No,Poultry,"Soft drink (caffeinated)",Science,11,8,6,"Yes - broadband connection","In person",15,10,21,7,0,14,35,21,0,0,100,28,0,5,"Very little","Graduate degree",Gospel,Fly,Healthy,"Sports person",Environment
USA,CA,2022,"12        ",Female,16,Right-Handed,155,24,150,2,Walk,13,0.376,45,Swimming,9,10,10,9,4,5,24,"Same length",70,68,"Index finger",May,Fall,No,Yes,Desserts,Water,"Mathematics and statistics",5,10,3,"Yes - broadband connection","Text messaging",100,107,4,20,10,12,10,0,15,10,25,20,0,2,"A lot","Graduate degree","Rhythm and blues (R&B)",Telepathy,Rich,Politician,Health
USA,CA,2017,"12        ",Female,16,Right-Handed,165,23.8,166,1,Car,10,.339,28,Dancing,1000,900,800,900,10,50,23.5,"Right foot",88.9,93.9,"Ring finger",September,Fall,No,No,Fruit,Water,History,7,9,2,"Yes - broadband connection","Text messaging",30,30,24,2,5,5,15,0,14,5,14,8,20,5,Some,"Graduate degree",Pop,Telepathy,Happy,Relative,"International aid"
USA,CA,2020,"12        ",Female,17,Right-Handed,165.1,24,160,2,Car,15,0.35,35,Walking/Hiking,1000,1000,1000,1000,540,807,24,"Same length",80,80,"Same length",July,Winter,No,No,Pizza/Pasta,Water,Art,8,10,4,"Yes - broadband connection","Text messaging",50,50,2,1,4,2,1,0,2,1,3,1,0,1,Some,"Graduate degree","Rhythm and blues (R&B)","Super strength",Rich,Relative,"Wildlife, animals"
USA,CA,2021,"12        ",Male,17,Right-Handed,185,28,182,1,Car,10,.326,41,Basketball,800,500,300,200,850,900,27,"Right foot",100,110,"Ring finger",December,Winter,No,No,Meat,Water,History,7,9,4,"Yes - broadband connection","Text messaging",24,21,7,0,6,6,0,9,10,2,10,6,16,3,"Very little","Undergraduate degree","Rap/Hip hop",Invisibility,Happy,"Sports person",Environment
USA,CA,2015,"12        ",Male,17,Right-Handed,185.4,26.67,187.9,1,Car,7,.355,40,Basketball,412,370,630,480,600,700,26.67,"Same length",83.82,88.9,"Ring finger",September,Summer,No,No,Poultry,Water,Science,10,10,3,"Yes - broadband connection","In person",20,20,12,1,20,7,10,2,4,2,5,3,0,3,Some,"Graduate degree","Rock and roll","Freeze time",Happy,"Sports person",Health
USA,CA,2012,"12        ",Male,18,Right-Handed,173,23,181,2,Walk,15,.44,45,"Martial Arts",80,86,465,754,882,914,23,"Same length",63,64,"Ring finger",March,Fall,No,No,Meat,"Energy drink","Social studies",6,9,8,"Yes - broadband connection","Text messaging",500,550,3,0,25,1,5,0,0,12,8,2,25,0,"A lot","Graduate degree","Heavy metal","Freeze time",Happy,Other,Health
USA,CA,2023,"12        ",Male,17,Right-Handed,172,26,172,2,Car,45,0.334,49,None,900,900,650,650,800,900,26.5,"Right foot",6.5,7.2,"Ring finger",July,Winter,No,No,Meat,Water,"Physical education",8,11,5,"Yes - broadband connection","Text messaging",1,3,3,0,4,0,5-6,10,8,1,15,0,10,3,"A lot","Some college","Rap/Hip hop",Fly,Rich,"Sports person","International aid"
USA,CA,2018,"6         ",Male,75,Right-Handed,146,21,150,1,Car,15,0.193,0.59,Soccer,1000,900,1000,900,1000,1000,23,"Left foot",65,70,"Same length",June,Winter,No,No,"Rice/Noodle dishes",Water,Science,8,6,3,"Yes - broadband connection","Internet chat or instant messaging",10,30," 40",10,13,20,5,35,15,10,15,7,0,6,"A lot","Graduate degree",Techno/Electronic,"Freeze time",Healthy,"Community leader or elder",Health
USA,CA,2019,"12        ",Male,17,Right-Handed,193,25.5,191.5,1,Car,18,0.395,38,Swimming,706,615,471,759,807,807,26,"Left foot",95,100,"Ring finger",January,Winter,No,No,Meat,Water,Other,5,11,4,"Yes - broadband connection","Text messaging",10,10,10,.3,20,6,3,15,3,1,6,10,4,4,"A lot","Graduate degree","Rhythm and blues (R&B)","Freeze time",Rich,Friend,"Education/Youth development"
USA,CA,2020,"12        ",Female,17,Right-Handed,166,24,165,1,Car,4,0.43,79,Swimming,1000,1000,1000,952,433,497,24,"Same length",100,80,"Index finger",November,Fall,No,No,Pizza/Pasta,Water,Art,7,6,6,"Yes - broadband connection","Text messaging",30,40,0,3,4,6,0,0,3,4,4,2,0,1,Some,"Graduate degree",Pop,Telepathy,Happy,Relative,Health
USA,CA,2021,"12        ",Male,16,Right-Handed,173,14,164,2,Bus,25,0.505,35,Baseball/Softball,840,850,1000,722,1000,1000,14,"Same length",95,100,"Ring finger",September,Winter,No,,Pizza/Pasta,Water,"Mathematics and statistics",8,7,5,"Yes - broadband connection","Text messaging",2,0,,0,0,3,0,5,0,1,1,2,0,0,"Very little","Some college",Other,Fly,Healthy,Relative,Health
USA,CA,2015,"7         ",Male,13,Right-Handed,156,28,156,1,Car,8,.356,38,Soccer,950,950,950,950,800,820,29,,10,6.5,,February,Summer,Yes,No,Pizza/Pasta,Milk,Art,10,8,6,"Yes - broadband connection","Text messaging",10,12,1,1,2,2,3,2,1,1,3,1,2,1,Some,"Some college",Techno/Electronic,Telepathy,Happy,"Musician or singer",Health
USA,CA,2018,"12        ",Female,17,Left-Handed,150,22.2,1.2,1,Car,4,.322,51,Other,1000,1000,1000,497,481,668,22.2,"Same length",100,120,"Ring finger",November,Summer,Yes,No,Pizza/Pasta,Water,History,8,9,5,"Yes - broadband connection","Text messaging",10,15,15,3,7,4,10,0,60,40,60,25,0,3,"A lot","Undergraduate degree",Country,,Happy,Relative,Health
USA,CA,2012,"12        ",Male,17,Right-Handed,193.4,28,186,3,Car,5,.356,25,Basketball,300,800,500,500,800,1000,28,"Same length",76,75,"Index finger",March,Winter,No,No,Meat,Water,"Mathematics and statistics",8,10,7,"Yes - broadband connection","In person",75,75,15,.1,2,1,18,10,3,7,3,7,1,3,None,"Graduate degree","Rap/Hip hop",Telepathy,Rich,"Sports person",Other
USA,CA,2018,"8         ",Male,14,Right-Handed,178,29,173,1,Car,30,.382,35,Soccer,600,700,600,600,900,900,28,"Right foot",89,92,"Ring finger",October,Summer,Yes,No,"No favorite",Water,English,9,8,4,"Yes - broadband connection","Internet chat or instant messaging",3,10,40,0,3,4,5,8,2,2,20,2,0,1,"Very little","Graduate degree","Rock and roll","Freeze time",Happy,Other,"Education/Youth development"
USA,CA,2016,"10        ",Female,16,Right-Handed,157.4,16.51,157.4,1,Bus,20,0.563,33,Swimming,,,,,,,16.51,"Same length",69.85,70,"Ring finger",March,Fall,Yes,No,Pizza/Pasta,Water,English,6,5,3,"Yes - broadband connection","Internet chat or instant messaging",55,50,7,2,38,7,4,2,45,45,65,21,0,3,"A lot","Graduate degree","Punk rock",Telepathy,Happy,Other,"International aid"
USA,CA,2015,"12        ",Female,17,Right-Handed,170.2,24.5,165,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health
USA,CA,2015,"7         ",Female,13,Right-Handed,147.7,25,148,1,Car,25,.403,41,Dancing,800,1000,857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2014,"5         ",Female,11,Right-Handed,154,22,156,2,Car,20,0.743,50,Basketball,900,800,900,700,600,900,22,"Same length",80,70,"Index finger",February,Winter,No,No,Seafood,Milk,Art,9,10,5,"Yes - other","In person",0,0,4,0,1,1,1,1,0,0,1,8,0,1,"Very little","Graduate degree",Pop,Telepathy,Healthy,Friend,"Wildlife, animals"
USA,CA,2021,"12        ",Male,17,Left-Handed,182,26,174,2,Car,10,.393,48,Soccer,353,722,305,460,460,1000,26,"Same length",77,80,"Ring finger",June,Summer,No,No,Meat,Juice,History,8,10,5,"Yes - broadband connection","In person",13,36,9,1,.5,11,7,1,2,1,3,never,32,4,"Very little","Graduate degree","Punk rock","Freeze time",Healthy,Teacher,"Wildlife, animals"
USA,CA,2020,"12        ",Male,16,Right-Handed,173,25,178,1,Car,20,0.418,41,Walking/Hiking,513,519,668,834,503,497,,,9.1,7.3,"Index finger",May,Winter,No,No,Pizza/Pasta,"Sports drink",History,6,10,4,"Yes - other","Text messaging",20,30,3,0,5,6,3,5,5,2,6,4,1,9,"A lot",Other,"Punk rock",Invisibility,Rich,Other,Health
USA,CA,2017,"12        ",Male,18,Right-Handed,163,24,160,2,Car,3,0.905,81,Other,888,500,500,780,1000,1000,23,"Right foot",70,76,"Ring finger",July,Summer,No,No,Meat,Water,"Mathematics and statistics",6,9,3,"Yes - broadband connection","Text messaging",100,50,5,1.5,8,3,11,0,6,3,8,1,0,0,"A lot","Graduate degree",Pop,Fly,Rich,Actor,Health
USA,CA,2014,"12        ",Female,17,Right-Handed,156,24,150,2,Car,10,1.014,65,Walking/Hiking,1000,800,500,850,500,950,24,"Same length",750,800,"Ring finger",August,Summer,No,No,Pizza/Pasta,Juice,Art,8,10,4,"Yes - broadband connection","Text messaging",100,100,10,1,2,30,1,0,5,5,69,5,5,0,Some,"Graduate degree","Punk rock",Telepathy,Rich,Relative,Environment
USA,CA,2011,"12        ",Male,17,Right-Handed,187.9,33.0,195.7,1,Car,6,.47,58,Cycling,800,700,400,,500,700,33.0,"Same length",17,18,"Ring finger",April,Winter,No,No,Poultry,Water,"Physical education",8,9,4,"Yes - broadband connection","In person",6,11,6,1,8,5,10,8,20,2,20,15,7,4,None,,,,,,
USA,CA,2017,"12        ",Female,17,Right-Handed,157,20,151,2,Bus,35,0.382,42,Walking/Hiking,230,337,690,128,695,1000,20,"Same length",75,70,"Index finger",March,Fall,No,No,Pizza/Pasta,"Soft drink (caffeinated)",English,7,10,5,"Yes - broadband connection","Text messaging",150,200,10,5,13,10,0,0,25,30,12,3,0,18,Some,"Graduate degree",Other,Telepathy,Happy,Relative,Religious
USA,CA,2021,"12        ",Female,16,Right-Handed,167,23,168,1,Car,5,0.578,45,None,465,439,663,652,802,1000,23,"Same length",60,65,"Ring finger",October,Winter,No,No,Pizza/Pasta,"Soft drink (non-caffeinated)",Art,5,9,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",200,500,8,60,8,5,0,2,70,50,60,0,16,0,Some,"Graduate degree","Rap/Hip hop",Fly,Rich,Relative,"Wildlife, animals"
USA,CA,2023,"12        ",Male,17,Right-Handed,174,26,182.5,1,Car,15,.307,33,"Martial Arts",615,444,599,578,850,866,26,"Same length",73,87,"Ring finger",February,Fall,Yes,No,"Rice/Noodle dishes",Water,Music,5,10,3,"Yes - broadband connection","Text messaging",30,200,1,1,25,2,2,4,5,.5,18,.5,1.5,1,Some,"Graduate degree",Pop,Fly,Happy,Actor,Environment
USA,CA,2014,"11        ",Female,17,Right-Handed,158,23.5,161.3,1.5,Car,10,.397,44,"Martial Arts",481,535,642,540,866,866,23.5,"Same length",90,95,"Ring finger",April,Winter,No,No,Desserts,Juice,Science,6,9,4,"Yes - other","Text messaging",90,90,2,0,4,2,2,2,0,1,3,2,0,0.5,"A lot","Graduate degree",Pop,Fly,Happy,Relative,"Wildlife, animals"
USA,CA,2018,"12        ",Female,17,Right-Handed,178,23,158,1,Car,8,.305,39,Baseball/Softball,,,,,,,23,"Same length",7.5,7,"Ring finger",June,Winter,No,No,Pizza/Pasta,Water,"Physical education",7,11,4,"Yes - other","Text messaging",200,250,12,6,24,24,2,0,6,6,24,1,0,1,"A lot","Graduate degree",Pop,Telepathy,Famous,Actor,Health
USA,CA,2024,"12        ",Male,17,Right-Handed,168,25,168,1,Car,8,0.306,29,Athletics,1000,600,400,200,200,0,25,"Same length",80,86,"Ring finger",April,Spring,Yes,No,Meat,Water,Science,7,9,4,"Yes - broadband connection","In person",4,15,15,0,5,10,6,18,0,1,40,1,0,0,"Very little","Graduate degree","Rock and roll","Freeze time",Happy,Relative,"Wildlife, animals"
USA,CA,2021,"11        ",Female,18,Right-Handed,170.1,25.5,12.7,2,Bus,15,0.366,"41 ",Soccer,1000,1000,1000,1000,1000,1000,25.5,"Same length",150,160,"Ring finger",May,Fall,No,No,Pizza/Pasta,Water,Other,8,11,5,"Yes - other","Cell phone",26,10,10,3,10,30,6,5,0,1,1,7,0,21,Some,"Graduate degree",Other,Telepathy,Healthy,Politician,Environment
USA,CA,2020,"12        ",Male,17,Right-Handed,173,23,163,2,Car,7,.46,53,Soccer,727,369,818,861,123,909,24,"Left foot",64,64,"Same length",July,Summer,Yes,No,Meat,Water,"Physical education",6,6,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",9,24,3,10,6,4,10,0,6,1,12,4,6,2,"A lot","Graduate degree",Other,"Freeze time",Happy,Relative,"International aid"
USA,CA,2023,"9         ",Male,14,Right-Handed,173,32,172,2,Car,7,0.302,64,Soccer,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2015,"8         ",Male,13,Left-Handed,162,274,,1,Car,,,,Baseball/Softball,100,500,500,1000,1000,1000,,"Same length",,,"Ring finger",October,Fall,No,No,Pizza/Pasta,"Sports drink",Art,6,9,4,"Yes - other","Text messaging",,,12,1,4,6,10,20,14,1,24,5,0,2,"A lot","Some college",Other,Invisibility,Rich,"Sports person",Health
USA,CA,2022,"12        ",Male,16,Right-Handed,175,23,160,one,Car,15,.368,44,Soccer,800,800,500,375,950,950,22,"Right foot",56,53,"Index finger",September,Summer,No,No,Breads/Sandwiches,Water,"Mathematics and statistics",7,10,4,"Yes - broadband connection","In person",20,25,14,1,8,4,4,0,1,1,5,3,0,0,Some,"Graduate degree","Rap/Hip hop",Fly,Rich,Friend,"Wildlife, animals"
USA,CA,2016,"7         ",Female,13,Right-Handed,154,24,161,3,Car,10,0.385,45,None,458,289,829,717,1000,1000,24,,70,750,"Index finger",May,Spring,No,No,"Rice/Noodle dishes",Water,History,6,7,5,"Yes - other","Myspace, Facebook, other social networking sites, or blog",0,0,20,0,20,0,4,0,0,0,50,0,0,0,"Very little","Graduate degree",Other,Telepathy,Healthy,Actor,Health
USA,CA,2014,"5         ",Female,11,Left-Handed,153,16,145,2,Car,5,0.868,65,Tennis,995,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2022,"12        ",Female,17,Right-Handed,155,22,,3,Bus,40,0.405,8,Walking/Hiking,1000,1000,1000,500,500,500,22,"Same length",7,6.5,"Index finger",July,Fall,Yes,No,Fruit,Water,English,6,9,4,"Yes - broadband connection","Text messaging",20,50,0,7,3,0,0,1,5,5,9,5,18,1,Some,"Undergraduate degree","Rap/Hip hop","Super strength",Rich,Other,Health
USA,CA,2021,"12        ",Male,17,Left-Handed,164,24,159,2,Bus,50,0.36,58,Walking/Hiking,765,765,765,503,380,610,24,"Same length",95,107,"Ring finger",September,Winter,No,No,Meat,Water,Art,6,8,3,"Yes - broadband connection","Text messaging",21,15,0,0,3,1,0,0,8,1,10,2,1,1,Some,"Graduate degree",Pop,"Freeze time",Healthy,Other,Health
USA,CA,2020,"12        ",Male,17,Right-Handed,185,26,180,2,Walk,8,.3,46,Baseball/Softball,1000,800,1000,500,200,200,27,"Left foot",85,90,"Ring finger",May,Summer,No,No,Seafood,Water,"Mathematics and statistics",8,8,4,"Yes - broadband connection","Cell phone",19,19,28,7,7,35,28,5,0,2,21,5,0,2,"A lot","Graduate degree",Reggae,Fly,Happy,Relative,Environment
USA,CA,2014,"12        ",Female,16,Right-Handed,168,24,159,2,Car,5,1.26,49,Running/Jogging,1000,899,1000,1000,600,710,25,"Left foot",71,75,"Ring finger",November,Winter,No,No,Seafood,Water,History,6,8,3,"Yes - other","Text messaging",1565,1234,16,2,20,5,4,0,9,24,,,,,,"Graduate degree",,Fly,Healthy,,
USA,CA,2016,"11        ",Male,16,Right-Handed,,,,1,Car,15,,,Athletics,,,,,,,,,,,"Ring finger",November,Winter,No,No,Seafood,Tea,History,7,9,3,"Yes - broadband connection","Text messaging",150,,,,,,,,,,,,,,,,,,,,
USA,CA,2017,"12        ",Male,17,Right-Handed,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,.5,,,,,,,,,,,Some,Other,"Rap/Hip hop","Freeze time",Rich,"Coach or club leader",Health
USA,CA,2016,"11        ",Female,16,Right-Handed,156,23,"150 ",1,Car,4,.407,.40,Dancing,500,600,700,800,900,1000,22,"Left foot",65,60,"Index finger",September,Summer,Yes,No,Desserts,,Science,7,6,5,"Yes - broadband connection","Text messaging",5,5,72,"1 ",2,24,0,0,24,24,24,24,0,24,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Rich,"Musician or singer",Health
USA,CA,2021,"12        ",Female,17,Right-Handed,5'8,50cm,5cm,1,Walk,7,5,2:04,Running/Jogging,1000,800,800,900,400,500,50cm,"Right foot",80mm,80mm,"Same length",February,Fall,Yes,No,Breads/Sandwiches,Water,English,6,8,6,"Yes - other","Text messaging",20,35,4,1,8,40,2,0,0,1,2,7,15,2,Some,"Undergraduate degree",Pop,Invisibility,Happy,Relative,"International aid"
USA,CA,2021,"12        ",Male,16,Right-Handed,182,26.5,185,2,Car,10,0.312,58,Swimming,100,100,100,100,100,100,26.5,"Right foot",90,91,"Ring finger",August,Summer,No,No,Desserts,Juice,"Mathematics and statistics",8,9,3,"Yes - broadband connection","In person",10,12,1,0,3,1,6,1,1,1,1,0,1,0.5,Some,"Graduate degree",Pop,Invisibility,Famous,"Business person",Environment
USA,CA,2015,"12        ",Male,16,Right-Handed,180,30,180,1,Car,10,.37,46,Other,690,680,800,500,200,700,30,"Same length",70,75,"Index finger",September,Winter,No,No,Meat,Water,Other,7,3,7,"Yes - broadband connection","Internet chat or instant messaging",80,81,3,.5,1,1,3,1,18,1,1,0,18,1,,"High school",Other,"Freeze time",Healthy,Other,Other
USA,CA,2018,"9         ",Male,13,Right-Handed,161,25,161,1,Car,5,0.411,40,Lacrosse,600,600,600,600,600,999,25,"Right foot",90,85,"Index finger",November,Summer,Yes,No,Other,Water,"Mathematics and statistics",8,10,4,"Yes - broadband connection","Text messaging",50,46,10,,,,,,,,,,,,,,,,,,
USA,CA,2022,"12        ",Female,17,Right-Handed,167,25,,2,Car,5,0.335,45,Swimming,1000,900,800,800,500,600,25,"Same length",65,70,"Ring finger",December,Winter,No,No,"Rice/Noodle dishes",Water,"Mathematics and statistics",6.5,8,4,"Yes - broadband connection","In person",20,40,8,1,16,14,10,0,18,8,20,3,1,3,"A lot","Graduate degree","Rhythm and blues (R&B)","Freeze time",Happy,"Doctor or nurse","International aid"
USA,CA,2021,"11        ",Male,16,Left-Handed,166,26,166,2,Walk,"30 ","0.29 ",36,"Football (American)",139,144,80,118,5,497,25,"Right foot",10,7,"Index finger",October,Winter,No,No,Pizza/Pasta,"Sports drink","Computers and technology",8,6,3,"Yes - other","In person",5,9,8,1,1,7,3,4,10,1,6,1,1,3,Some,"Graduate degree","Rap/Hip hop",Invisibility,Rich,Relative,Health
USA,CA,2012,"12        ",Female,18,Right-Handed,153,21,156,1,Car,15,0.375,29,Basketball,350,550,250,690,750,800,22,"Left foot",63,63,"Same length",May,Spring,Yes,No,"Rice/Noodle dishes",Water,"Mathematics and statistics",7,7,3,"Yes - broadband connection","Text messaging",100,100,3,0,17,5,8,0,4,8,15,10,0,3,Some,"Graduate degree",Pop,Telepathy,Happy,Relative,Health
USA,CA,2019,"12        ",Male,17,Right-Handed,177.8,27,179.8,1,Car,10,0.4,53,Walking/Hiking,1000,800,900,900,600,10000,26,"Right foot",7,7.5,"Index finger",May,Winter,No,No,Meat,Water,History,7,8,3,"Yes - broadband connection","In person",3,3,16,1,10,1,5,5,10,1,1,1,10,1,Some,"Undergraduate degree","Rap/Hip hop","Freeze time",Happy,Other,Environment
USA,CA,2023,"12        ",Female,17,Right-Handed,182.3,24,175,1,Car,7,.928,59,Swimming,900,900,980,980,500,900,24,"Same length",75,79,"Ring finger",March,Summer,No,No,Meat,Water,History,7,8.5,4,"Yes - other","In person",0,0,16,0,7,6,12,0,8,2,12,10,2,1,Some,"Graduate degree",Other,Fly,Healthy,"Sports person",Health
USA,CA,2013,"12        ",Female,17,Right-Handed,170,24.6,168,2,Car,2,.4,50,Baseball/Softball,500,600,1000,800,600,600,24,"Right foot",74,6,"Ring finger",July,Fall,Yes,No,Meat,Water,"Mathematics and statistics",6.5,8,3,"Yes - other","Text messaging",300,305,1,2,5,1,5,0,2,3,1,0,30,6,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Happy,,Health
USA,CA,2021,"12        ",Male,17,Right-Handed,5´01,27,175,2,Car,15,1.666,46,Soccer,781,800,850,800,500,800,27,"Left foot",10,8,"Same length",January,Winter,Yes,No,Meat,Juice,Science,7,9,3,"Yes - dial-up connection","Cell phone",10,20,2,4,5,100,10,5,5,7,5,5,0,6,"A lot","High school",Other,Telepathy,Rich,"Sports person",Health
USA,CA,2021,"12        ",Female,16,Right-Handed,157,23,124,2,Car,7,0.586,67,Soccer,800,500,500,300,500,500,23,"Same length",7,7,"Same length",October,Fall,Yes,No,Fruit,Water,English,6,10,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",10,17,1,1,5,10,3,1,3,1,3,2,0,2,Some,"Graduate degree","Rhythm and blues (R&B)","Freeze time",Happy,"Musician or singer","Education/Youth development"
USA,CA,2016,"12        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2016,"9         ",Female,15,Right-Handed,,,,2,Car,"5 ",0.742,"38 ",Baseball/Softball,,,,,,,,,,,"Same length",June,Summer,No,No,Pizza/Pasta,"Sports drink",Languages,"8 ",9,5,,"Text messaging",20,20,6,1,4,3,5,0,5,2,2,1,0,0,Some,"Graduate degree",Pop,Invisibility,Healthy,Relative,"Wildlife, animals"
